provider_npi,provider_id,hospital_name,address,city,state,state_code,zipcode,county_name,phone_number,hospital_type,hospital_ownership,emergency_services
1053352732,171364,OSBORNE COUNTY MEMORIAL HOSPITAL,424 W NEW HAMPSHIRE STREET,OSBORNE,KS,20,67473,OSBORNE,(785)346-2121,Critical Access Hospitals,Government - Local,Yes
1376597641,171365,HANOVER HOSPITAL,205 S HANOVER STREET,HANOVER,KS,20,66945,WASHINGTON,(785)337-2214,Critical Access Hospitals,Government - Hospital District or Authority,Yes
1053352732,171366,HARPER HOSPITAL DISTRICT NO 5,700 WEST 13TH,HARPER,KS,20,67058,HARPER,(620)896-7324,Critical Access Hospitals,Government - Hospital District or Authority,Yes
1790847903,171367,GOVE COUNTY MEDICAL CENTER,520 WEST 5TH STREET,QUINTER,KS,20,67752,GOVE,(785)754-3341,Critical Access Hospitals,Voluntary non-profit - Other,No
1790847903,171368,MINNEOLA DISTRICT HOSPITAL #2,212 MAIN,MINNEOLA,KS,20,67865,CLARK,(620)885-4264,Critical Access Hospitals,Government - Hospital District or Authority,Yes
1790847903,171369,HODGEMAN COUNTY HEALTH CENTER,809 BRAMLEY,JETMORE,KS,20,67854,HODGEMAN,(620)357-8361,Critical Access Hospitals,Government - Local,Yes
1922023001,171370,GOODLAND REGIONAL MEDICAL CENTER,220 WEST SECOND STREET,GOODLAND,KS,20,67735,SHERMAN,(785)890-3625,Critical Access Hospitals,Government - Local,Yes
1124050570,171371,CLAY COUNTY MEDICAL CENTER,617 LIBERTY,CLAY CENTER,KS,20,67432,CLAY,(785)632-2144,Critical Access Hospitals,Government - Local,Yes
1124050570,171372,SCOTT COUNTY HOSPITAL,201 ALBERT AVENUE,SCOTT CITY,KS,20,67871,SCOTT,(620)872-5811,Critical Access Hospitals,Voluntary non-profit - Private,Yes
1346439213,171373,ALLEN COUNTY REGIONAL HOSPITAL,101 SOUTH 1ST STREET,IOLA,KS,20,66749,ALLEN,(620)365-1021,Critical Access Hospitals,Proprietary,Yes
1659590792,171374,FREDONIA REGIONAL HOSPITAL,1527 MADISON,FREDONIA,KS,20,66736,WILSON,(620)378-2121,Critical Access Hospitals,Government - Local,Yes
1659590792,171375,MITCHELL COUNTY HOSPITAL HEALTH SYSTEMS,400 W 8TH STREET P O BOX 399,BELOIT,KS,20,67420,MITCHELL,(785)738-2266,Critical Access Hospitals,Government - Local,Yes
1023082757,171376,GIRARD MEDICAL CENTER,302 NORTH HOSPITAL DRIVE,GIRARD,KS,20,66743,CRAWFORD,(620)724-8291,Critical Access Hospitals,Government - Local,Yes
1659670123,171377,SMITH COUNTY MEMORIAL HOSPITAL,614 SOUTH MAIN STREET,SMITH CENTER,KS,20,66967,SMITH,(785)282-6845,Critical Access Hospitals,Government - Local,No
1659670123,171378,KINGMAN COMMUNITY HOSPITAL,750 W AVE D,KINGMAN,KS,20,67068,KINGMAN,(620)532-3147,Critical Access Hospitals,Voluntary non-profit - Private,Yes
1992930572,171379,MORRIS COUNTY HOSPITAL,600 N WASHINGTON ST,COUNCIL GROVE,KS,20,66846,MORRIS,(620)767-6811,Critical Access Hospitals,Government - Local,Yes
1992930572,171380,NEOSHO MEMORIAL REGIONAL MEDICAL CENTER,629 SOUTH PLUMMER,CHANUTE,KS,20,66720,NEOSHO,(620)431-4000,Critical Access Hospitals,Government - Local,Yes
1336318344,171382,ATCHISON HOSPITAL,800 RAVIN HILL DRIVE,ATCHISON,KS,20,66002,ATCHISON,(913)360-5581,Critical Access Hospitals,Voluntary non-profit - Private,Yes
1336318344,171383,WILLIAM NEWTON HOSPITAL,1300 EAST FIFTH AVENUE,WINFIELD,KS,20,67156,COWLEY,(620)221-2300,Critical Access Hospitals,Government - Local,Yes
1750437562,173300,CHILDREN'S MERCY  SOUTH,5808 W 110TH STREET,OVERLAND PARK,KS,20,66211,JOHNSON,(913)234-3000,Childrens,Voluntary non-profit - Private,No
1154429959,180001,ST ELIZABETH FT THOMAS,85 NORTH GRAND AVENUE,FORT THOMAS,KY,21,41075,CAMPBELL,(859)572-3100,Acute Care Hospitals,Voluntary non-profit - Private,Yes
1154429959,180002,WHITESBURG ARH HOSPITAL,240 HOSPITAL ROAD,WHITESBURG,KY,21,41858,LETCHER,(606)633-3500,Acute Care Hospitals,Voluntary non-profit - Other,Yes
1023082757,180004,MUHLENBERG COMMUNITY HOSPITAL,440 HOPKINSVILLE STREET,GREENVILLE,KY,21,42345,MUHLENBERG,(270)338-8000,Acute Care Hospitals,Voluntary non-profit - Private,Yes
1912969379,180009,KING'S DAUGHTERS' MEDICAL CENTER,2201 LEXINGTON AVENUE,ASHLAND,KY,21,41101,BOYD,(606)408-4000,Acute Care Hospitals,Voluntary non-profit - Private,Yes
1982641239,180010,SAINT JOSEPH HOSPITAL,ONE SAINT JOSEPH DRIVE,LEXINGTON,KY,21,40504,FAYETTE,(859)313-1000,Acute Care Hospitals,Voluntary non-profit - Church,Yes
1982641239,180011,SAINT JOSEPH LONDON,1001 SAINT JOSEPH LANE,LONDON,KY,21,40741,LAUREL,(606)330-6000,Acute Care Hospitals,Voluntary non-profit - Private,Yes
1063412484,180012,HARDIN MEMORIAL HOSPITAL,913 NORTH DIXIE AVENUE,ELIZABETHTOWN,KY,21,42701,HARDIN,(270)737-1212,Acute Care Hospitals,Government - Local,Yes
1063412484,180013,THE MEDICAL CENTER AT BOWLING GREEN,250 PARK STREET,BOWLING GREEN,KY,21,42101,WARREN,(270)745-1000,Acute Care Hospitals,Voluntary non-profit - Private,Yes
1245296755,180016,JEWISH HOSPITAL - SHELBYVILLE,727 HOSPITAL DRIVE,SHELBYVILLE,KY,21,40065,SHELBY,(502)647-4300,Acute Care Hospitals,Voluntary non-profit - Private,Yes
1245296755,180017,T J SAMSON COMMUNITY HOSPITAL,1301 NORTH RACE STREET,GLASGOW,KY,21,42141,BARREN,(270)651-4159,Acute Care Hospitals,Voluntary non-profit - Other,Yes
1831353655,180018,ST CLAIRE REGIONAL MEDICAL CENTER,222 MEDICAL CIRCLE,MOREHEAD,KY,21,40351,ROWAN,(606)783-6500,Acute Care Hospitals,Government - Federal,Yes
1861440281,180019,MEADOWVIEW REGIONAL MEDICAL CENTER,989 MEDICAL PARK DRIVE,MAYSVILLE,KY,21,41056,MASON,(606)759-5311,Acute Care Hospitals,Proprietary,Yes
1023082757,180020,MIDDLESBORO APPALACHIAN REGIONAL HEALTHCARE HOSPIT,3600 WEST CUMBERLAND AVENUE,MIDDLESBORO,KY,21,40965,BELL,(606)242-1101,Acute Care Hospitals,Voluntary non-profit - Private,Yes
1861440281,180021,PINEVILLE COMMUNITY HOSPITAL,850 RIVERVIEW AVENUE,PINEVILLE,KY,21,40977,BELL,(606)337-3051,Acute Care Hospitals,Voluntary non-profit - Other,Yes
1033373493,180024,SPRING VIEW HOSPITAL,320 LORETTO ROAD,LEBANON,KY,21,40033,MARION,(270)692-5145,Acute Care Hospitals,Proprietary,Yes
1033373493,180025,FLAGET MEMORIAL HOSPITAL (MEMBER OF SAINT JOSEPH H,4305 NEW SHEPHERDSVILLE ROAD,BARDSTOWN,KY,21,40004,NELSON,(502)350-5000,Acute Care Hospitals,Voluntary non-profit - Private,Yes
1720007743,180027,MURRAY-CALLOWAY COUNTY HOSPITAL,803 POPLAR STREET,MURRAY,KY,21,42071,CALLOWAY,(270)762-1100,Acute Care Hospitals,Voluntary non-profit - Other,Yes
1851304299,180029,HAZARD ARH REGIONAL MEDICAL CENTER,100 MEDICAL CENTER DRIVE,HAZARD,KY,21,41701,PERRY,(606)439-6600,Acute Care Hospitals,Voluntary non-profit - Private,Yes
1285665695,180035,ST ELIZABETH MEDICAL CENTER,1 MEDICAL VILLAGE DRIVE,LAKESIDE PARK,KY,21,41017,KENTON,(859)292-2000,Acute Care Hospitals,Voluntary non-profit - Church,Yes
1285665695,180036,OUR LADY OF BELLEFONTE HOSPITAL,1000 SAINT CHRISTOPHER DRIVE,ASHLAND,KY,21,41101,BOYD,(606)833-3600,Acute Care Hospitals,Voluntary non-profit - Private,Yes
1144246042,180038,OWENSBORO HEALTH REGIONAL HOSPITAL,1201 PLEASANT VALLEY ROAD,OWENSBORO,KY,21,42303,DAVIESS,(270)688-2000,Acute Care Hospitals,Voluntary non-profit - Private,Yes
1144246042,180040,JEWISH HOSPITAL & ST MARY'S HEALTHCARE,200 ABRAHAM FLEXNER WAY,LOUISVILLE,KY,21,40202,JEFFERSON,(502)587-4011,Acute Care Hospitals,Voluntary non-profit - Private,Yes
1194816447,180044,PIKEVILLE MEDICAL CENTER,911 BYPASS ROAD,PIKEVILLE,KY,21,41501,PIKE,(606)218-3500,Acute Care Hospitals,Voluntary non-profit - Private,Yes
1114121571,180045,ST ELIZABETH FLORENCE,4900 HOUSTON ROAD,FLORENCE,KY,21,41042,BOONE,(859)212-5220,Acute Care Hospitals,Voluntary non-profit - Private,Yes
1861451452,180046,BOURBON COMMUNITY HOSPITAL,9 LINVILLE DRIVE,PARIS,KY,21,40361,BOURBON,(859)987-3600,Acute Care Hospitals,Proprietary,Yes
1861451452,180048,EPHRAIM MCDOWELL REGIONAL MEDICAL CENTER,217 SOUTH THIRD STREET,DANVILLE,KY,21,40422,BOYLE,(859)239-2409,Acute Care Hospitals,Voluntary non-profit - Other,Yes
1831308303,180049,BAPTIST HEALTH RICHMOND,801 EASTERN BYPASS,RICHMOND,KY,21,40475,MADISON,(859)623-3131,Acute Care Hospitals,Voluntary non-profit - Private,Yes
1831308303,180050,HARLAN APPALACHIAN REGIONAL HEALTHCARE HOSPITAL,81 BALL PARK ROAD,HARLAN,KY,21,40831,HARLAN,(606)573-8100,Acute Care Hospitals,Voluntary non-profit - Other,Yes
1861421281,180051,JENNIE STUART MEDICAL CENTER,320 WEST 18TH STREET,HOPKINSVILLE,KY,21,42240,CHRISTIAN,(270)887-0100,Acute Care Hospitals,Voluntary non-profit - Private,Yes
1780841312,180053,FLEMING COUNTY HOSPITAL,55 FOUNDATION DRIVE,FLEMINGSBURG,KY,21,41041,FLEMING,(606)849-2351,Acute Care Hospitals,Voluntary non-profit - Other,Yes
1780841312,180056,METHODIST HOSPITAL,1305 N ELM ST,HENDERSON,KY,21,42420,HENDERSON,(270)827-7700,Acute Care Hospitals,Voluntary non-profit - Church,Yes
1144259649,180064,SAINT JOSEPH MOUNT STERLING,225 FALCON DRIVE,MOUNT STERLING,KY,21,40353,MONTGOMERY,(859)498-1220,Acute Care Hospitals,Voluntary non-profit - Private,Yes
1144259649,180066,LOGAN MEMORIAL HOSPITAL,1625 NASHVILLE STREET,RUSSELLVILLE,KY,21,42276,LOGAN,(270)726-4011,Acute Care Hospitals,Proprietary,Yes
1194816447,180067,UNIVERSITY OF KENTUCKY HOSPITAL,800 ROSE STREET,LEXINGTON,KY,21,40536,FAYETTE,(859)323-5000,Acute Care Hospitals,Government - State,Yes
1144259649,180069,WILLIAMSON ARH HOSPITAL,260 HOSPITAL DRIVE,SOUTH WILLIAMSON,KY,21,41503,PIKE,(606)237-1700,Acute Care Hospitals,Proprietary,Yes
1295796134,18006,LOUISVILLE VA MEDICAL CENTER,800 ZORN AVENUE,LOUISVILLE,KY,21,40206,JEFFERSON,(502)287-4000,ACUTE CARE - VETERANS ADMINISTRATION,Government Federal,No
1295796134,180070,TWIN LAKES REGIONAL MEDICAL CENTER,910 WALLACE AVENUE,LEITCHFIELD,KY,21,42754,GRAYSON,(270)259-9400,Acute Care Hospitals,Voluntary non-profit - Other,Yes
1881635084,180078,PAUL B HALL REGIONAL MEDICAL CENTER,625 JAMES S TRIMBLE BOULEVARD,PAINTSVILLE,KY,21,41240,JOHNSON,(606)789-3511,Acute Care Hospitals,Proprietary,Yes
1528052354,180079,HARRISON MEMORIAL HOSPITAL,1210 KY HWY 36 E,CYNTHIANA,KY,21,41031,HARRISON,(859)234-2300,Acute Care Hospitals,Voluntary non-profit - Other,Yes
1528052354,18007,LEXINGTON VA MEDICAL CENTER,1101 VETERANS DRIVE,LEXINGTON,KY,21,40502,FAYETTE,(859)233-4511,ACUTE CARE - VETERANS ADMINISTRATION,Government Federal,No
1043208630,180080,BAPTIST HEALTH CORBIN,ONE TRILLIUM WAY,CORBIN,KY,21,40701,KNOX,(606)528-1212,Acute Care Hospitals,Voluntary non-profit - Private,Yes
1043208630,180088,"NORTON HOSPITALS, INC",200 EAST CHESTNUT STREET,LOUISVILLE,KY,21,40202,JEFFERSON,(502)629-6560,Acute Care Hospitals,Voluntary non-profit - Private,Yes
1316949720,180092,CLARK REGIONAL MEDICAL CENTER,175 HOSPITAL DRIVE,WINCHESTER,KY,21,40391,CLARK,(859)737-8559,Acute Care Hospitals,Proprietary,Yes
1730149188,180093,BAPTIST HEALTH MADISONVILLE,900 HOSPITAL DRIVE,MADISONVILLE,KY,21,42431,HOPKINS,(270)825-5100,Acute Care Hospitals,Voluntary non-profit - Private,Yes
1548202443,180095,CRITTENDEN HEALTH SYSTEM,520 WEST GUM STREET,MARION,KY,21,42064,CRITTENDEN,(270)965-5281,Acute Care Hospitals,Proprietary,Yes
1548202443,180101,GEORGETOWN COMMUNITY HOSPITAL,1140 LEXINGTON ROAD,GEORGETOWN,KY,21,40324,SCOTT,(502)868-1100,Acute Care Hospitals,Proprietary,Yes
1548202443,180102,LOURDES HOSPITAL,1530 LONE OAK ROAD,PADUCAH,KY,21,42003,MCCRACKEN,(270)444-2444,Acute Care Hospitals,Voluntary non-profit - Church,Yes
1386610228,180103,BAPTIST HEALTH LEXINGTON,1740 NICHOLASVILLE ROAD,LEXINGTON,KY,21,40503,FAYETTE,(859)260-6104,Acute Care Hospitals,Voluntary non-profit - Other,Yes
1386610228,180104,BAPTIST HEALTH PADUCAH,2501 KENTUCKY AVENUE,PADUCAH,KY,21,42003,MCCRACKEN,(270)575-2100,Acute Care Hospitals,Voluntary non-profit - Church,Yes
1790784163,180105,MONROE COUNTY MEDICAL CENTER,529 CAPP HARLAN ROAD,TOMPKINSVILLE,KY,21,42167,MONROE,(270)487-9231,Acute Care Hospitals,Voluntary non-profit - Private,Yes
1265581714,180106,"CLINTON COUNTY HOSPITAL, INC",723 BURKESVILLE ROAD,ALBANY,KY,21,42602,CLINTON,(606)387-6421,Acute Care Hospitals,Proprietary,Yes
1265581714,180115,"ROCKCASTLE COUNTY HOSPITAL, INC",145 NEWCOMB AVENUE,MOUNT VERNON,KY,21,40456,ROCKCASTLE,(606)256-2195,Acute Care Hospitals,Voluntary non-profit - Private,Yes
1295773570,180116,JACKSON PURCHASE MEDICAL CENTER,1099 MEDICAL CENTER CIRCLE,MAYFIELD,KY,21,42066,GRAVES,(270)251-4500,Acute Care Hospitals,Government - Hospital District or Authority,Yes
1295773570,180117,PARKWAY REGIONAL HOSPITAL,2000 HOLIDAY LANE,FULTON,KY,21,42041,FULTON,(270)472-2522,Acute Care Hospitals,Proprietary,Yes
1992706626,180124,GREENVIEW REGIONAL HOSPITAL,1801 ASHLEY CIRCLE,BOWLING GREEN,KY,21,42104,WARREN,(270)793-1000,Acute Care Hospitals,Proprietary,Yes
1730149188,180127,FRANKFORT REGIONAL MEDICAL CENTER,299 KINGS DAUGHTERS DRIVE,FRANKFORT,KY,21,40601,FRANKLIN,(502)875-5240,Acute Care Hospitals,Proprietary,Yes
1295773570,180128,THREE RIVERS MEDICAL CENTER,2485 HIGHWAY 644,LOUISA,KY,21,41230,LAWRENCE,(606)638-9451,Acute Care Hospitals,Proprietary,Yes
1467462416,180130,BAPTIST HEALTH LOUISVILLE,4000 KRESGE WAY,LOUISVILLE,KY,21,40207,JEFFERSON,(502)897-8100,Acute Care Hospitals,Voluntary non-profit - Private,Yes
1922031574,180132,LAKE CUMBERLAND REGIONAL HOSPITAL,305 LANGDON STREET,SOMERSET,KY,21,42502,PULASKI,(606)679-7441,Acute Care Hospitals,Proprietary,Yes
1922031574,180138,BAPTIST HEALTH LAGRANGE,1025 NEW MOODY LANE,LA GRANGE,KY,21,40031,OLDHAM,(502)222-5388,Acute Care Hospitals,Voluntary non-profit - Private,Yes
1144289398,180139,KENTUCKY RIVER MEDICAL CENTER,540 JETT DRIVE,JACKSON,KY,21,41339,BREATHITT,(606)666-6000,Acute Care Hospitals,Voluntary non-profit - Other,Yes
1144289398,180141,UNIVERSITY OF LOUISVILLE HOSPITAL,530 SOUTH JACKSON STREET,LOUISVILLE,KY,21,40202,JEFFERSON,(502)562-3000,Acute Care Hospitals,Voluntary non-profit - Private,Yes
1033129234,180143,SAINT JOSEPH EAST,150 NORTH EAGLE CREEK DRIVE,LEXINGTON,KY,21,40509,FAYETTE,(859)967-5000,Acute Care Hospitals,Voluntary non-profit - Church,Yes
1033129234,180149,WESTLAKE REGIONAL HOSPITAL,901 WESTLAKE DRIVE,COLUMBIA,KY,21,42728,ADAIR,(270)384-4753,Acute Care Hospitals,Government - Hospital District or Authority,Yes
1750330015,181301,MARCUM AND WALLACE MEMORIAL HOSPITAL,60 MERCY COURT,IRVINE,KY,21,40336,ESTILL,(606)723-2115,Critical Access Hospitals,Voluntary non-profit - Private,Yes
1750330015,181302,THE JAMES B HAGGIN MEMORIAL HOSPITAL,464 LINDEN AVENUE,HARRODSBURG,KY,21,40330,MERCER,(859)734-5441,Critical Access Hospitals,Voluntary non-profit - Other,Yes
1730149188,181303,NICHOLAS COUNTY HOSPITAL,2325 CONCRETE ROAD,CARLISLE,KY,21,40311,NICHOLAS,(859)289-7181,Critical Access Hospitals,Voluntary non-profit - Other,Yes
1861486623,181304,TRIGG COUNTY HOSPITAL,254 MAIN STREET,CADIZ,KY,21,42211,TRIGG,(270)522-3215,Critical Access Hospitals,Government - Local,Yes
1861486623,181305,SAINT JOSEPH MARTIN,11203 MAIN STREET,MARTIN,KY,21,41649,FLOYD,(606)285-6401,Critical Access Hospitals,Voluntary non-profit - Private,Yes
1770534083,181306,METHODIST HOSPITAL UNION COUNTY,4604 US HIGHWAY 60 WEST,MORGANFIELD,KY,21,42437,UNION,(270)389-3030,Critical Access Hospitals,Voluntary non-profit - Church,Yes
1790739423,181307,MORGAN COUNTY ARH HOSPITAL,476 LIBERTY ROAD,WEST LIBERTY,KY,21,41472,MORGAN,(606)743-3186,Critical Access Hospitals,Voluntary non-profit - Private,Yes
1104835040,181308,BLUEGRASS COMMUNITY HOSPITAL,360 AMSDEN AVENUE,VERSAILLES,KY,21,40383,WOODFORD,(859)879-2300,Critical Access Hospitals,Proprietary,Yes
1104835040,181309,CASEY COUNTY HOSPITAL,187 WOLFORD AVENUE,LIBERTY,KY,21,42539,CASEY,(606)787-6275,Critical Access Hospitals,Government - Hospital District or Authority,Yes
1730137878,181310,CARROLL COUNTY MEMORIAL HOSPITAL,309 ELEVENTH STREET,CARROLLTON,KY,21,41008,CARROLL,(502)732-4321,Critical Access Hospitals,Voluntary non-profit - Private,Yes
1255372892,181311,ST ELIZABETH GRANT,238 BARNES ROAD,WILLIAMSTOWN,KY,21,41097,GRANT,(859)824-8240,Critical Access Hospitals,Voluntary non-profit - Church,Yes
1497804405,181312,NEW HORIZONS MEDICAL CENTER,330 ROLAND AVENUE,OWENTON,KY,21,40359,OWEN,(502)484-4656,Critical Access Hospitals,Proprietary,Yes
1477555100,181314,CAVERNA MEMORIAL HOSPITAL,1501 SOUTH DIXIE STREET,HORSE CAVE,KY,21,42749,HART,(270)786-2191,Critical Access Hospitals,Voluntary non-profit - Private,Yes
1801886106,181315,EPHRAIM MCDOWELL FORT LOGAN HOSPITAL,110 METKER TRAIL,STANFORD,KY,21,40484,LINCOLN,(606)365-4600,Critical Access Hospitals,Voluntary non-profit - Private,Yes
1457519001,181316,MARY BRECKINRIDGE ARH HOSPITAL,130 KATE IRELAND DRIVE,HYDEN,KY,21,41749,LESLIE,(606)672-2901,Critical Access Hospitals,Voluntary non-profit - Private,Yes
1982692265,181317,CUMBERLAND COUNTY HOSPITAL,299 GLASGOW ROAD,BURKESVILLE,KY,21,42717,CUMBERLAND,(270)864-2511,Critical Access Hospitals,Voluntary non-profit - Other,Yes
1982692265,181318,THE MEDICAL CENTER AT FRANKLIN,1100 BROOKHAVEN ROAD,FRANKLIN,KY,21,42135,SIMPSON,(270)598-4800,Critical Access Hospitals,Voluntary non-profit - Private,Yes
1255437794,181319,BRECKINRIDGE MEMORIAL HOSPITAL,1011 OLD HIGHWAY 60,HARDINSBURG,KY,21,40143,BRECKINRIDGE,(270)756-7000,Critical Access Hospitals,Government - Local,Yes
1134111883,181320,"LIVINGSTON HOSPITAL AND HEALTHCARE SERVICES, INC",131 HOSPITAL DRIVE,SALEM,KY,21,42078,LIVINGSTON,(270)988-2299,Critical Access Hospitals,Proprietary,Yes
1306947999,181322,CALDWELL MEDICAL CENTER,100 MEDICAL CENTER DRIVE,PRINCETON,KY,21,42445,CALDWELL,(270)365-0300,Critical Access Hospitals,Government - Hospital District or Authority,Yes
1306947999,181323,OHIO COUNTY HOSPITAL,1211 OLD MAIN STREET,HARTFORD,KY,21,42347,OHIO,(270)298-7411,Critical Access Hospitals,Proprietary,Yes
1306947999,181324,THE MEDICAL CENTER AT SCOTTSVILLE,456 BURNLEY ROAD,SCOTTSVILLE,KY,21,42164,ALLEN,(270)622-2800,Critical Access Hospitals,Voluntary non-profit - Private,Yes
1447251616,181325,JANE TODD CRAWFORD HOSPITAL,202-206 MILBY STREET,GREENSBURG,KY,21,42743,GREEN,(270)932-4211,Critical Access Hospitals,Voluntary non-profit - Private,Yes
1801886106,181327,MARSHALL COUNTY HOSPITAL,615 OLD SYMSONIA ROAD,BENTON,KY,21,42025,MARSHALL,(270)527-4800,Critical Access Hospitals,Government - Hospital District or Authority,Yes
1285607739,181328,KNOX COUNTY HOSPITAL,80 HOSPITAL DRIVE,BARBOURVILLE,KY,21,40906,KNOX,(606)546-4175,Critical Access Hospitals,Government - Local,Yes
1285607739,181329,SAINT JOSEPH BEREA,305 ESTILL STREET,BEREA,KY,21,40403,MADISON,(859)986-6500,Critical Access Hospitals,Voluntary non-profit - Private,Yes
1821042771,181330,RUSSELL COUNTY HOSPITAL,153 DOWELL ROAD,RUSSELL SPRINGS,KY,21,42642,RUSSELL,(270)866-4141,Critical Access Hospitals,Government - Local,Yes
1821042771,181331,MCDOWELL ARH HOSPITAL,9879 KENTUCKY ROUTE 122,MC DOWELL,KY,21,41647,FLOYD,(606)377-3400,Critical Access Hospitals,Voluntary non-profit - Private,Yes
1821042771,190001,WASHINGTON ST TAMMANY  REGIONAL MEDICAL CENTER,433 PLAZA ST,BOGALUSA,LA,22,70427,WASHINGTON,(985)730-6700,Acute Care Hospitals,Government - State,Yes
1508817008,190002,LAFAYETTE GENERAL MEDICAL CENTER,1214 COOLIDGE AVENUE,LAFAYETTE,LA,22,70503,LAFAYETTE,(337)289-7991,Acute Care Hospitals,Voluntary non-profit - Private,Yes
1508817008,190003,DAUTERIVE HOSPITAL,600 NORTH LEWIS STREET,NEW IBERIA,LA,22,70563,IBERIA,(337)365-7311,Acute Care Hospitals,Proprietary,Yes
1396768438,190004,THIBODAUX REGIONAL MEDICAL CENTER,602 N ACADIA ROAD,THIBODAUX,LA,22,70301,LAFOURCHE,(985)447-5500,Acute Care Hospitals,Government - Hospital District or Authority,Yes
1396768438,190005,CHARITY HOSPITAL & MEDICAL CENTER OF LOUISIANA AT,2021 PERDIDO ST,NEW ORLEANS,LA,22,70112,ORLEANS,(504)903-3000,Acute Care Hospitals,Voluntary non-profit - Private,Yes
1033138029,190006,UNIVERSITY HOSPITAL & CLINICS,2390 WEST CONGRESS,LAFAYETTE,LA,22,70506,LAFAYETTE,(337)261-6000,Acute Care Hospitals,Government - State,Yes
1801886106,190007,NATCHITOCHES REGIONAL MEDICAL CENTER,501 KEYSER AVE,NATCHITOCHES,LA,22,71457,NATCHITOCHES,(318)214-4200,Acute Care Hospitals,Government - Hospital District or Authority,Yes
1467444935,190008,TERREBONNE GENERAL MEDICAL CENTER,8166 MAIN STREET,HOUMA,LA,22,70360,TERREBONNE,(985)873-4141,Acute Care Hospitals,Government - Hospital District or Authority,Yes
1144304189,190009,HUEY P LONG MEDICAL CENTER,352 HOSPITAL BLVD,PINEVILLE,LA,22,71360,RAPIDES,(318)448-0811,Acute Care Hospitals,Government - State,Yes
1730299041,190011,E A CONWAY MEDICAL CENTER,4864 JACKSON STREET,MONROE,LA,22,71202,OUACHITA,(318)330-7000,Acute Care Hospitals,Government - State,Yes
1649202193,190013,WEST CALCASIEU CAMERON HOSPITAL,701 EAST CYPRESS STREET,SULPHUR,LA,22,70663,CALCASIEU,(337)527-7034,Acute Care Hospitals,Government - Hospital District or Authority,Yes
1649202193,190014,TECHE REGIONAL MEDICAL CENTER,1125 MARGUERITE STREET,MORGAN CITY,LA,22,70380,SAINT MARY,(985)384-2200,Acute Care Hospitals,Proprietary,No
1649202193,190015,"NORTH OAKS MEDICAL CENTER, L L C",15790 PAUL VEGA MD DRIVE,HAMMOND,LA,22,70403,TANGIPAHOA,(985)345-2700,Acute Care Hospitals,Government - Hospital District or Authority,Yes
1235231044,190017,OPELOUSAS GENERAL HEALTH SYSTEM,539 EAST PRUDHOMME STREET,OPELOUSAS,LA,22,70570,SAINT LANDRY,(337)948-3011,Acute Care Hospitals,Government - Hospital District or Authority,Yes
1477758720,190019,CHRISTUS ST FRANCES CABRINI HOSPITAL,3330 MASONIC DRIVE,ALEXANDRIA,LA,22,71301,RAPIDES,(318)487-1122,Acute Care Hospitals,Voluntary non-profit - Church,Yes
1477758720,190020,LANE REGIONAL MEDICAL CENTER,6300 MAIN STREET,ZACHARY,LA,22,70791,EAST BATON ROUGE,(225)658-4000,Acute Care Hospitals,Government - Hospital District or Authority,Yes
1477758720,190025,SAVOY MEDICAL CENTER,801 POINCIANA AVENUE,MAMOU,LA,22,70554,EVANGELINE,(337)468-5261,Acute Care Hospitals,Government - Hospital District or Authority,Yes
1073504536,190026,RAPIDES REGIONAL MEDICAL CENTER,211 4TH STREET,ALEXANDRIA,LA,22,71301,RAPIDES,(318)769-3000,Acute Care Hospitals,Voluntary non-profit - Other,Yes
1336146695,190027,CHRISTUS ST PATRICK HOSPITAL,524 DR MICHAEL DEBAKEY STREET,LAKE CHARLES,LA,22,70601,CALCASIEU,(337)436-2511,Acute Care Hospitals,Voluntary non-profit - Private,Yes
1336146695,190034,ABBEVILLE GENERAL HOSPITAL,118 N HOSPITAL DR,ABBEVILLE,LA,22,70510,VERMILION,(337)893-5466,Acute Care Hospitals,Government - Hospital District or Authority,Yes
1336146695,190036,OCHSNER MEDICAL CENTER,1516 JEFFERSON HWY,NEW ORLEANS,LA,22,70121,JEFFERSON,(504)842-3000,Acute Care Hospitals,Voluntary non-profit - Private,Yes
1669529202,190039,WEST JEFFERSON MEDICAL CENTER,1101 MEDICAL CENTER BLVD,MARRERO,LA,22,70072,JEFFERSON,(504)347-5511,Acute Care Hospitals,Government - Hospital District or Authority,Yes
1669529202,190040,SLIDELL MEMORIAL HOSPITAL,1001 GAUSE BLVD,SLIDELL,LA,22,70458,SAINT TAMMANY,(985)643-2200,Acute Care Hospitals,Government - Hospital District or Authority,Yes
1730173584,190041,CHRISTUS HEALTH SHREVEPORT - BOSSIER,1453 E BERT KOUNS INDUSTRIAL DRIVE,SHREVEPORT,LA,22,71105,CADDO,(318)681-5000,Acute Care Hospitals,Voluntary non-profit - Church,Yes
1730173584,190044,AMERICAN LEGION HOSPITAL,1305 CROWLEY RAYNE HIGHWAY,CROWLEY,LA,22,70526,ACADIA,(337)783-3222,Acute Care Hospitals,Voluntary non-profit - Private,Yes
1952360455,190045,ST TAMMANY PARISH HOSPITAL,1202 S TYLER STREET,COVINGTON,LA,22,70433,SAINT TAMMANY,(985)898-4000,Acute Care Hospitals,Government - Hospital District or Authority,Yes
