ipps_2012_id,provider_id,drg_definition,provider_id,hospital_referral_region,total_discharges,average_covered_charges,average_total_payments,average_medicare_payments
Q100322,60023,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",150006,IN - South Bend,58,18234.36,4191.6,3269.34
Q100323,60023,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",150007,IN - Indianapolis,92,13025.96,4132.95,3301.4
Q100324,60023,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",150008,IN - Munster,70,14870.43,5096.47,4190.31
Q100325,60023,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",150009,KY - Louisville,170,11682.1,4197.83,3289.72
Q100326,10006,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",150010,IN - Indianapolis,35,18361.37,4276.23,3248.06
Q100327,60023,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",150011,IN - Indianapolis,53,12651.62,4347.85,3244.66
Q100328,60023,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",150012,IN - South Bend,85,15927.67,4828.55,3487.95
Q100329,60023,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",150015,IN - Gary,96,15864.72,4338.71,3292.32
Q10033,60023,069 - TRANSIENT ISCHEMIA,360011,OH - Columbus,15,10302.47,4511.27,3512.6
Q100330,60023,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",150017,IN - Fort Wayne,144,20827.07,4585.47,3304.87
Q100331,60023,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",150018,IN - South Bend,72,16959.33,4475.61,3409.1
Q100332,60023,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",150021,IN - Fort Wayne,130,17451.24,4565.54,3442.05
Q100333,60023,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",150022,IN - Indianapolis,22,12954.68,3799.95,2967.95
Q100334,60023,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",150023,IN - Terre Haute,231,17446.58,4427.93,3567.61
Q100335,60024,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",150024,IN - Indianapolis,49,10984.24,6729.57,5909.24
Q100336,10006,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",150026,IN - South Bend,44,20704.07,4767.89,3682.55
Q100337,60024,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",150030,IN - Indianapolis,41,15591.51,4680.24,3729.22
Q100338,60024,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",150033,IN - Indianapolis,20,14624.8,4107.8,3315.4
Q100339,60024,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",150034,IN - Gary,171,15174.99,4432.07,3375.74
Q10034,60024,069 - TRANSIENT ISCHEMIA,360012,OH - Columbus,40,12444.75,4732.18,3497.95
Q100340,60024,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",150035,IN - Gary,103,22612.28,4263.86,3027.65
Q100341,60024,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",150037,IN - Indianapolis,36,13429.31,4157.83,3046.06
Q100342,60024,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",150038,IN - Indianapolis,13,18051.77,4915.31,3940.85
Q100343,60024,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",150042,IN - Evansville,78,12934.21,4034.69,2935.72
Q100344,60024,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",150044,KY - Louisville,211,14076.1,3978.38,3037.87
Q100345,60024,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",150045,IN - Fort Wayne,24,10728.92,5272.96,3644.13
Q100346,10006,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",150046,IN - Terre Haute,47,19924.45,4243.77,3436.7
Q100347,60024,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",150047,IN - Fort Wayne,23,18591.04,4890.04,4053.48
Q100348,60024,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",150048,IN - Indianapolis,112,12516.29,4760.65,3835.79
Q100349,60024,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",150051,IN - Indianapolis,67,14754.16,4413.07,3272.42
Q10035,60024,069 - TRANSIENT ISCHEMIA,360016,OH - Cincinnati,40,17335.58,4589.25,3566.28
Q100350,60027,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",150056,IN - Indianapolis,338,26734.67,8150.95,6247.81
Q100351,60027,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",150057,IN - Indianapolis,16,17957.69,4957.25,3423.63
Q100352,60027,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",150058,IN - South Bend,106,17771.68,4979.49,3550.25
Q100353,60027,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",150059,IN - Indianapolis,27,13447.37,4077.44,3225.59
Q100354,60027,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",150061,IN - Evansville,35,8433.06,4602.03,3294.46
Q100355,60027,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",150064,IN - Indianapolis,15,11674.73,4776,3857.6
Q100356,10006,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",150065,IN - Indianapolis,30,13634.23,4723.23,3121.7
Q100357,60027,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",150069,KY - Louisville,44,15628.86,4305.75,3088.73
Q100358,60027,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",150072,IN - Indianapolis,15,15023.2,5808.87,4505.4
Q100359,60027,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",150074,IN - Indianapolis,92,18606.57,5003.64,4186.88
Q10036,60027,069 - TRANSIENT ISCHEMIA,360017,OH - Columbus,50,17134.82,5882.74,4777.38
Q100360,60027,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",150075,IN - Fort Wayne,29,18573.62,4034.31,3124.1
Q100361,60027,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",150076,IN - South Bend,13,16099.77,4382.46,3495.08
Q100362,60027,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",150082,IN - Evansville,304,19556.42,4133.64,3132.01
Q100363,60027,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",150084,IN - Indianapolis,197,22301.36,5163.72,4071
Q100364,60027,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",150086,OH - Cincinnati,54,11320.26,4104.39,3224.65
Q100365,60028,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",150088,IN - Indianapolis,56,19801.02,4296.27,3433.98
Q100366,10006,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",150089,IN - Muncie,182,24787,5062.29,3852.31
Q100367,60028,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",150090,IN - Munster,55,18113.84,4434.69,3497.18
Q100368,60028,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",150091,IN - Fort Wayne,14,11134.64,5537.29,3667.29
Q100369,60028,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",150097,IN - Indianapolis,23,13563.43,4237,3389.87
Q10037,60028,069 - TRANSIENT ISCHEMIA,360019,OH - Akron,17,28303.94,4554.29,3300
Q100370,60028,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",150100,IN - Evansville,145,17668.39,4254.54,3218.31
Q100371,60028,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",150101,IN - Fort Wayne,19,13756.74,4888.05,3599.68
Q100372,60028,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",150102,IN - Gary,12,21318.83,4728.67,3773.33
Q100373,60028,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",150104,IN - Indianapolis,43,18362.14,5222,3635.86
Q100374,60028,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",150109,IN - Lafayette,59,18391.71,4521,3727.44
Q100375,60028,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",150112,IN - Indianapolis,69,11614.09,4701.3,3454.52
Q100376,10006,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",150113,IN - Indianapolis,45,12726.67,4326.89,3381.73
Q100377,60028,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",150115,IN - Evansville,49,8545.39,4182.69,2765.65
Q100378,60028,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",150125,IN - Munster,248,16989.1,4434.51,3470.62
Q100379,60028,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",150126,IN - Gary,110,13851.97,4225.95,3322.34
Q10038,60028,069 - TRANSIENT ISCHEMIA,360020,OH - Akron,66,32015.7,5118.83,3877.92
Q100380,60030,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",150128,IN - Indianapolis,64,18661.61,3959.61,3136.23
Q100381,60030,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",150129,IN - Indianapolis,16,24189.75,4296.69,3360.44
Q100382,60030,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",150133,IN - Fort Wayne,41,28685.32,5300.78,3081.32
Q100383,60030,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",150146,IN - Fort Wayne,28,14471.86,5317.93,3728.07
Q100384,60030,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",150150,IN - Fort Wayne,26,20289.42,4536.77,3179.81
Q100385,60030,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",150157,IN - Indianapolis,21,17696.81,3994.57,2984.57
Q100386,10006,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",150158,IN - Indianapolis,99,21728.66,4214.9,3134.54
Q100387,60030,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",150161,IN - Indianapolis,58,22721.66,4372.76,3579.24
Q100388,60030,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",150162,IN - Indianapolis,166,19552.36,4536.9,3544.64
Q100389,60030,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",150163,KY - Louisville,14,12058.71,3885,2884.86
Q10039,60030,069 - TRANSIENT ISCHEMIA,360025,OH - Cleveland,29,13832.38,4210.03,3217.62
Q100390,60030,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",150164,IN - Indianapolis,18,13468.61,3801,2844.33
Q100391,60030,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",150166,IN - Gary,16,11370.56,4117.63,3187.38
Q100392,60030,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",150169,IN - Indianapolis,95,17120.78,4525.26,3517.16
Q100393,60030,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",150173,IN - Lafayette,88,24567.19,4558.63,3244.25
Q100394,60030,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",150176,KY - Louisville,15,14098.07,3540.8,2675.8
Q100395,60031,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",150177,IN - South Bend,20,10302.7,3691,3176.8
Q100396,10006,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",160001,IA - Des Moines,20,11806,4422.65,3393.05
Q100397,60031,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",160005,IA - Des Moines,17,18122.18,4650,3907.65
Q100398,60031,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",160013,IA - Iowa City,23,13752.3,5718.61,4466.26
Q100399,60031,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",160016,IA - Des Moines,33,15929.97,4260.27,3399.09
Q1004,60031,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,10016,AL - Birmingham,12,38073.17,5636,4482
Q10040,60031,069 - TRANSIENT ISCHEMIA,360026,OH - Kettering,16,23653.94,4189.25,3251.5
Q100400,60031,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",160024,IA - Des Moines,26,17737.08,4715.15,3829.62
Q100401,60031,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",160028,NE - Omaha,34,19006.79,4905.06,3825.24
Q100402,60031,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",160029,IA - Iowa City,74,13346.5,4069.05,3152.89
Q100403,60031,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",160030,IA - Des Moines,103,14784.57,4161.3,3158.8
Q100404,60031,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",160032,IA - Des Moines,43,10494.14,4744.09,3862.51
Q100405,10006,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",160033,IA - Davenport,111,11757.13,4321.86,3280.44
Q100406,60031,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",160040,IA - Waterloo,16,11349.44,3916.56,2760.19
Q100407,60031,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",160045,IA - Cedar Rapids,88,15221.66,4436.03,3297.24
Q100408,60031,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",160047,NE - Omaha,29,14787.38,4184.41,3390.48
Q100409,60031,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",160057,IA - Davenport,68,13699.68,4869.16,3075.22
Q10041,60032,069 - TRANSIENT ISCHEMIA,360027,OH - Akron,56,24313.79,4857.04,3865.89
Q100410,60032,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",160058,IA - Iowa City,79,21231.96,7095.86,5801.76
Q100411,60032,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",160064,IA - Mason City,95,15568.84,4488.42,3551.45
Q100412,60032,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",160067,IA - Waterloo,37,13862.51,4686.41,3522.03
Q100413,60032,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",160069,IA - Dubuque,65,14003.35,3716.74,2814.52
Q100414,60032,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",160079,IA - Cedar Rapids,59,12431.32,3827.14,2878.56
Q100415,10006,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",160080,IA - Davenport,29,13812.9,4792.14,3750.28
Q100416,60032,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",160082,IA - Des Moines,122,20152.07,4826.04,3752.34
Q100417,60032,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",160083,IA - Des Moines,197,18536.06,4715.59,3697.39
Q100418,60032,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",160089,IA - Iowa City,27,14491.56,4607.22,3084.33
Q100419,60032,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",160104,IA - Davenport,26,10789.5,4186.73,3303.96
Q10042,60032,069 - TRANSIENT ISCHEMIA,360035,OH - Columbus,59,11368.12,4754.78,3593.31
Q100420,60032,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",160110,IA - Waterloo,81,13156.7,4285.49,3223.3
Q100421,60032,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",160112,SD - Sioux Falls,30,11167.03,4112.83,3253.03
Q100422,60032,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",160117,IA - Dubuque,53,10983.91,3975.06,2989.42
Q100423,60032,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",160122,IA - Iowa City,11,7797.09,4321.91,3487.73
Q100424,60034,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",160146,IA - Sioux City,28,13032.39,4880.25,3849
Q100425,10006,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",160147,IA - Des Moines,20,10161.25,4680.15,3603.3
Q100426,60034,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",160153,IA - Sioux City,51,14297.82,4286.47,2838.53
Q100427,60034,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",170001,KS - Topeka,56,12223.89,4442.02,3489.25
Q100428,60034,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",170006,MO - Joplin,35,13900.29,4189,3319.23
Q100429,60034,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",170009,MO - Kansas City,18,17246.22,4071.33,3244.44
Q10043,60034,069 - TRANSIENT ISCHEMIA,360036,OH - Canton,15,8094.33,4122.33,3358.07
Q100430,60034,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",170010,KS - Wichita,15,32094.73,4677,3909.53
Q100431,60034,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",170012,KS - Wichita,65,17814.65,4505,3307.94
Q100432,60034,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",170013,KS - Wichita,52,21539.6,5110.92,4091.85
Q100433,60034,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",170014,MO - Kansas City,18,11370,4734.67,3561.17
Q100434,60034,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",170016,KS - Topeka,55,14349.76,4154.13,3083.47
Q100435,10006,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",170020,KS - Wichita,70,15862.63,4630.76,3618.37
Q100436,60034,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",170023,KS - Wichita,20,18626.55,6756,5715.7
Q100437,60034,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",170040,MO - Kansas City,127,30836.95,5422.66,4208.65
Q100438,60034,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",170049,MO - Kansas City,102,18649.48,4007.99,3010.36
Q100439,60034,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",170058,MO - Joplin,36,28922.58,4871.67,3572.78
Q10044,60036,069 - TRANSIENT ISCHEMIA,360039,OH - Columbus,59,14726.76,4859.47,3884.69
Q100440,60036,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",170074,KS - Topeka,14,11703.21,3766,2862.86
Q100441,60036,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",170086,KS - Topeka,191,20289.1,4677.43,3351.65
Q100442,60036,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",170094,KS - Topeka,18,5231.72,6253,5423.44
Q100443,60036,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",170103,KS - Wichita,27,16698.85,3821.74,2969
Q100444,60036,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",170104,MO - Kansas City,178,23996.77,4065.29,2975.01
Q100445,10007,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",170105,KS - Wichita,13,8821.23,5203,4141.46
Q100446,60036,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",170120,KS - Wichita,18,14429.67,4359.89,3388.61
Q100447,60036,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",170122,KS - Wichita,161,21243.66,4717.04,3493.14
Q100448,60036,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",170123,KS - Wichita,105,31102.91,4939.69,3609.72
Q100449,60036,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",170133,MO - Kansas City,13,16625.08,4372,3488.31
Q10045,60036,069 - TRANSIENT ISCHEMIA,360041,OH - Cleveland,60,12254.5,3863.55,2866.88
Q100450,60036,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",170137,MO - Kansas City,51,13438.08,4297.88,3279.96
Q100451,60036,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",170142,KS - Topeka,29,16797.59,3792.24,2999.97
Q100452,60036,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",170145,OK - Tulsa,25,8865.32,3847.2,2676.12
Q100453,60036,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",170146,MO - Kansas City,68,19993.46,4320.79,3176.5
Q100454,60043,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",170150,KS - Wichita,16,8675.56,4551,3436.31
Q100455,10007,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",170166,TX - Amarillo,16,6654.81,5030,4241.25
Q100456,60043,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",170175,KS - Wichita,18,15677.89,4508.67,3548
Q100457,60043,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",170176,MO - Kansas City,47,42406.26,4926.74,3217.09
Q100458,60043,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",170182,MO - Kansas City,77,26811.57,4530.04,2595.99
Q100459,60043,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",170185,MO - Kansas City,68,25064.74,4122.06,2920
Q10046,60043,069 - TRANSIENT ISCHEMIA,360048,OH - Toledo,22,20287.68,6286.55,5043.41
Q100460,60043,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",170191,KS - Wichita,19,10850.79,5658.05,4694.68
Q100461,60043,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",170200,KS - Wichita,29,17327.14,3665.03,2367.83
Q100462,60043,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",180001,KY - Covington,70,13126.04,4064.07,3139.44
Q100463,60043,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",180002,KY - Lexington,58,12574.78,3974.47,3300.12
Q100464,60043,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",180004,TN - Nashville,39,10511.82,4317.38,3489.28
Q100465,10007,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",180005,KY - Lexington,81,11753.69,4712.83,3924
Q100466,60043,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",180009,WV - Huntington,213,16095.45,4455.31,3571.63
Q100467,60043,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",180010,KY - Lexington,118,14274.56,3958.95,3073.06
Q100468,60043,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",180011,KY - Lexington,59,17647.88,5578.19,3444.68
Q100469,60043,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",180012,KY - Louisville,138,9842.57,3987.56,3044.66
Q10047,60044,069 - TRANSIENT ISCHEMIA,360051,OH - Dayton,97,28131.93,5153.01,3985.88
Q100470,60044,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",180013,TN - Nashville,124,16768.89,4407.56,3406.59
Q100471,60044,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",180016,KY - Louisville,21,17494.05,4173.67,3186.24
Q100472,60044,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",180017,KY - Louisville,31,15141.32,4633.32,3826.9
Q100473,60044,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",180018,KY - Lexington,63,14393.06,5132.32,4329.9
Q100474,60044,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",180019,KY - Lexington,28,13605.46,4860.86,3129
Q100475,10007,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",180020,TN - Knoxville,50,14357.78,4278.5,3464.52
Q100476,60044,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",180021,TN - Knoxville,76,7103.14,4089.95,3100.89
Q100477,60044,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",180024,KY - Louisville,23,14322.17,4704,3902.96
Q100478,60044,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",180025,KY - Louisville,29,17082.86,5273.59,3059.34
Q100479,60044,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",180027,KY - Paducah,86,12614.21,3932.74,2903.29
Q10048,60044,069 - TRANSIENT ISCHEMIA,360052,OH - Dayton,52,29277.71,4833.83,3802.02
Q100480,60044,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",180029,KY - Lexington,147,18541.03,4676.37,3677.02
Q100481,60044,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",180035,KY - Covington,215,14622.17,4465.32,3366.75
Q100482,60044,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",180036,WV - Huntington,54,15162.65,4253.98,3465.91
Q100483,60044,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",180038,KY - Owensboro,179,11728.45,5261.54,3895.35
Q100484,60049,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",180040,KY - Louisville,365,16275.51,5026.87,4071.68
