medicare_hospital_spending_per_patient_id,provider_id,measure_name,measure_id,score,footnote,measure_start_date,measure_end_date
G1470,131305,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.82,,1/1/13,12/31/13
G1471,131307,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.95,,1/1/13,12/31/13
G1472,131308,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.91,,1/1/13,12/31/13
G1473,131309,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1.17,,1/1/13,12/31/13
G1474,131310,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.98,,1/1/13,12/31/13
G1475,131311,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1.32,,1/1/13,12/31/13
G1476,131312,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1.01,,1/1/13,12/31/13
G1477,131313,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1.13,,1/1/13,12/31/13
G1478,131314,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1.24,,1/1/13,12/31/13
G1479,131315,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1.05,,1/1/13,12/31/13
G1480,131316,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1,,1/1/13,12/31/13
G1481,131317,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1.13,,1/1/13,12/31/13
G1482,131318,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1.14,,1/1/13,12/31/13
G1483,131319,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1.05,,1/1/13,12/31/13
G1484,131320,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1.06,,1/1/13,12/31/13
G1485,131321,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1.21,,1/1/13,12/31/13
G1486,131322,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.76,,1/1/13,12/31/13
G1487,131323,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,NULL,1 - The number of cases/patients is too few to report.,1/1/13,12/31/13
G1488,131324,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.86,,1/1/13,12/31/13
G1489,131325,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1.06,,1/1/13,12/31/13
G1490,131326,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1.11,,1/1/13,12/31/13
G1491,131327,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1.11,,1/1/13,12/31/13
G1492,131328,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.77,,1/1/13,12/31/13
G1493,13301,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1.02,,1/1/13,12/31/13
G1494,140001,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1.33,,1/1/13,12/31/13
G1495,140002,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.96,,1/1/13,12/31/13
G1496,140007,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.85,,1/1/13,12/31/13
G1497,140008,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.94,,1/1/13,12/31/13
G1498,140010,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.78,,1/1/13,12/31/13
G1499,140011,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.98,,1/1/13,12/31/13
G1500,140012,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.97,,1/1/13,12/31/13
G1501,140013,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1.26,,1/1/13,12/31/13
G1502,140015,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.72,,1/1/13,12/31/13
G1503,140018,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.94,,1/1/13,12/31/13
G1504,140019,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.98,,1/1/13,12/31/13
G1505,140026,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.97,,1/1/13,12/31/13
G1506,140029,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.98,,1/1/13,12/31/13
G1507,140030,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.96,,1/1/13,12/31/13
G1508,140032,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.98,,1/1/13,12/31/13
G1509,140033,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.98,,1/1/13,12/31/13
G1510,140034,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.94,,1/1/13,12/31/13
G1511,14003,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.92,,1/1/13,12/31/13
G1512,140040,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1.02,,1/1/13,12/31/13
G1513,140043,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.93,,1/1/13,12/31/13
G1514,140046,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1.01,,1/1/13,12/31/13
G1515,140048,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1.02,,1/1/13,12/31/13
G1516,140049,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.92,,1/1/13,12/31/13
G1517,14004,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.94,,1/1/13,12/31/13
G1518,140052,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1.03,,1/1/13,12/31/13
G1519,140053,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.99,,1/1/13,12/31/13
G1520,140054,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.96,,1/1/13,12/31/13
G1521,140058,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.96,,1/1/13,12/31/13
G1522,140059,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.94,,1/1/13,12/31/13
G1523,140062,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.96,,1/1/13,12/31/13
G1524,140063,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1.01,,1/1/13,12/31/13
G1525,140064,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.97,,1/1/13,12/31/13
G1526,140065,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1.02,,1/1/13,12/31/13
G1527,140067,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.87,,1/1/13,12/31/13
G1528,140068,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.65,,1/1/13,12/31/13
G1529,140077,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.96,,1/1/13,12/31/13
G1530,14007,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.92,,1/1/13,12/31/13
G1531,140080,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.92,,1/1/13,12/31/13
G1532,140082,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.97,,1/1/13,12/31/13
G1533,140083,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.99,,1/1/13,12/31/13
G1534,140084,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.91,,1/1/13,12/31/13
G1535,140088,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1,,1/1/13,12/31/13
G1536,140089,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.94,,1/1/13,12/31/13
G1537,14008,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.97,,1/1/13,12/31/13
G1538,140091,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1.05,,1/1/13,12/31/13
G1539,140093,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.95,,1/1/13,12/31/13
G1540,140095,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.97,,1/1/13,12/31/13
G1541,140100,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,NULL,1 - The number of cases/patients is too few to report.,1/1/13,12/31/13
G1542,140101,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.98,,1/1/13,12/31/13
G1543,140103,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1.03,,1/1/13,12/31/13
G1544,140110,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1,,1/1/13,12/31/13
G1545,140113,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.95,,1/1/13,12/31/13
G1546,140114,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.92,,1/1/13,12/31/13
G1547,140115,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1.02,,1/1/13,12/31/13
G1548,140116,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1.05,,1/1/13,12/31/13
G1549,140117,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.9,,1/1/13,12/31/13
G1550,140118,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.97,,1/1/13,12/31/13
G1551,140119,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1.04,,1/1/13,12/31/13
G1552,140120,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1.06,,1/1/13,12/31/13
G1553,140122,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.95,,1/1/13,12/31/13
G1554,140124,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1.03,,1/1/13,12/31/13
G1555,140125,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1.04,,1/1/13,12/31/13
G1556,140127,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1.05,,1/1/13,12/31/13
G1557,140130,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1.01,,1/1/13,12/31/13
G1558,140133,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1.04,,1/1/13,12/31/13
G1559,140135,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1.02,,1/1/13,12/31/13
G1560,140137,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1,,1/1/13,12/31/13
G1561,140143,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1.02,,1/1/13,12/31/13
G1562,140145,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1.05,,1/1/13,12/31/13
G1563,140147,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1,,1/1/13,12/31/13
G1564,140148,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.98,,1/1/13,12/31/13
G1565,140150,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1.05,,1/1/13,12/31/13
G1566,140155,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.99,,1/1/13,12/31/13
G1567,140158,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.96,,1/1/13,12/31/13
G1568,140160,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1.03,,1/1/13,12/31/13
G1569,140161,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1.04,,1/1/13,12/31/13
G1570,140162,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1,,1/1/13,12/31/13
G1571,140164,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.99,,1/1/13,12/31/13
G1572,140166,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1.09,,1/1/13,12/31/13
G1573,140167,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1.11,,1/1/13,12/31/13
G1574,140172,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1.04,,1/1/13,12/31/13
G1575,140174,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1.03,,1/1/13,12/31/13
G1576,140176,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1.02,,1/1/13,12/31/13
G1577,140177,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.96,,1/1/13,12/31/13
G1578,140179,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.99,,1/1/13,12/31/13
G1579,140180,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.98,,1/1/13,12/31/13
G1580,140181,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.96,,1/1/13,12/31/13
G1581,140182,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1,,1/1/13,12/31/13
G1582,140184,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1.06,,1/1/13,12/31/13
G1583,140185,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1.03,,1/1/13,12/31/13
G1584,140186,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1.02,,1/1/13,12/31/13
G1585,140187,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.98,,1/1/13,12/31/13
G1586,140189,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.98,,1/1/13,12/31/13
G1587,140191,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.98,,1/1/13,12/31/13
G1588,140197,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.93,,1/1/13,12/31/13
G1589,140200,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1.01,,1/1/13,12/31/13
G1590,140202,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.96,,1/1/13,12/31/13
G1591,140206,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1,,1/1/13,12/31/13
G1592,140208,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1.06,,1/1/13,12/31/13
G1593,140209,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.97,,1/1/13,12/31/13
G1594,140210,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1.01,,1/1/13,12/31/13
G1595,140211,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1.12,,1/1/13,12/31/13
G1596,140213,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1.02,,1/1/13,12/31/13
G1597,140217,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1.03,,1/1/13,12/31/13
G1598,140223,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1.01,,1/1/13,12/31/13
G1599,140224,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1.07,,1/1/13,12/31/13
G1600,140228,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1,,1/1/13,12/31/13
G1601,140231,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.97,,1/1/13,12/31/13
G1602,140233,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1.02,,1/1/13,12/31/13
G1603,140234,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1.02,,1/1/13,12/31/13
G1604,140239,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1.07,,1/1/13,12/31/13
G1605,140240,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1.03,,1/1/13,12/31/13
G1606,140242,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1.03,,1/1/13,12/31/13
G1607,140250,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1.01,,1/1/13,12/31/13
G1608,140251,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1.05,,1/1/13,12/31/13
G1609,140252,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1.02,,1/1/13,12/31/13
G1610,140258,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1.14,,1/1/13,12/31/13
G1611,140275,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1.06,,1/1/13,12/31/13
G1612,140276,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1.1,,1/1/13,12/31/13
G1613,140280,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1.09,,1/1/13,12/31/13
G1614,140281,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1.09,,1/1/13,12/31/13
G1615,140286,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1.05,,1/1/13,12/31/13
G1616,140288,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1.03,,1/1/13,12/31/13
G1617,140289,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1.02,,1/1/13,12/31/13
G1618,140290,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1.09,,1/1/13,12/31/13
G1619,140291,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1.05,,1/1/13,12/31/13
G1620,140292,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1.04,,1/1/13,12/31/13
G1621,140294,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.99,,1/1/13,12/31/13
G1622,140300,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1.01,,1/1/13,12/31/13
G1623,140304,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.9,,1/1/13,12/31/13
G1624,14034,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1.04,,1/1/13,12/31/13
G1625,141300,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1.09,,1/1/13,12/31/13
G1626,141301,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.97,,1/1/13,12/31/13
G1627,141302,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1.1,,1/1/13,12/31/13
G1628,141303,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1.09,,1/1/13,12/31/13
G1629,141304,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.94,,1/1/13,12/31/13
G1630,141305,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1.05,,1/1/13,12/31/13
G1631,141306,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1,,1/1/13,12/31/13
G1632,141307,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1.05,,1/1/13,12/31/13
G1633,141309,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1.12,,1/1/13,12/31/13
G1634,141310,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1.06,,1/1/13,12/31/13
G1635,141311,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1.02,,1/1/13,12/31/13
G1636,141312,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1.06,,1/1/13,12/31/13
G1637,141313,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1.05,,1/1/13,12/31/13
G1638,141315,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1.04,,1/1/13,12/31/13
G1639,141316,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1.05,,1/1/13,12/31/13
G1640,141317,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1.06,,1/1/13,12/31/13
G1641,141318,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1.07,,1/1/13,12/31/13
G1642,141319,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1.08,,1/1/13,12/31/13
G1643,141320,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1.05,,1/1/13,12/31/13
G1644,141321,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1.09,,1/1/13,12/31/13
G1645,141322,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1.03,,1/1/13,12/31/13
G1646,141323,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1.01,,1/1/13,12/31/13
G1647,141324,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1.04,,1/1/13,12/31/13
G1648,141325,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1.06,,1/1/13,12/31/13
G1649,141326,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1.09,,1/1/13,12/31/13
G1650,141327,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1.03,,1/1/13,12/31/13
G1651,141328,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1.06,,1/1/13,12/31/13
G1652,141329,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1.02,,1/1/13,12/31/13
G1653,141330,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1.05,,1/1/13,12/31/13
G1654,141331,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1.04,,1/1/13,12/31/13
G1655,141332,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1.04,,1/1/13,12/31/13
G1656,141333,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.95,,1/1/13,12/31/13
G1657,141334,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1.07,,1/1/13,12/31/13
G1658,141335,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1.05,,1/1/13,12/31/13
G1659,141336,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1.05,,1/1/13,12/31/13
G1660,141337,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1,,1/1/13,12/31/13
G1661,141338,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1.09,,1/1/13,12/31/13
G1662,141339,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1.01,,1/1/13,12/31/13
G1663,141340,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.99,,1/1/13,12/31/13
G1664,141341,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1,,1/1/13,12/31/13
G1665,141342,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.97,,1/1/13,12/31/13
G1666,141343,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1.01,,1/1/13,12/31/13
G1667,141344,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1.15,,1/1/13,12/31/13
G1668,141345,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1.05,,1/1/13,12/31/13
G1669,141346,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1.01,,1/1/13,12/31/13
G1670,141347,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.92,,1/1/13,12/31/13
G1671,141348,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1.08,,1/1/13,12/31/13
G1672,141349,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1.05,,1/1/13,12/31/13
G1673,141350,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.96,,1/1/13,12/31/13
G1674,141351,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1.03,,1/1/13,12/31/13
G1675,150001,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1.02,,1/1/13,12/31/13
G1676,150002,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.96,,1/1/13,12/31/13
G1677,150003,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1.01,,1/1/13,12/31/13
G1678,150004,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.94,,1/1/13,12/31/13
G1679,150005,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.97,,1/1/13,12/31/13
G1680,150006,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1.03,,1/1/13,12/31/13
G1681,150007,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1.04,,1/1/13,12/31/13
G1682,150008,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1.01,,1/1/13,12/31/13
G1683,150009,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1.02,,1/1/13,12/31/13
G1684,150010,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1.08,,1/1/13,12/31/13
G1685,150011,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1.08,,1/1/13,12/31/13
G1686,150012,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1.05,,1/1/13,12/31/13
G1687,150015,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1.08,,1/1/13,12/31/13
G1688,150017,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.96,,1/1/13,12/31/13
G1689,150018,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1.05,,1/1/13,12/31/13
G1690,150021,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1,,1/1/13,12/31/13
G1691,150022,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1.11,,1/1/13,12/31/13
G1692,150023,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1.07,,1/1/13,12/31/13
G1693,150024,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1.06,,1/1/13,12/31/13
G1694,150026,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1.11,,1/1/13,12/31/13
G1695,150030,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1.1,,1/1/13,12/31/13
G1696,150034,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1.1,,1/1/13,12/31/13
G1697,150035,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1.07,,1/1/13,12/31/13
G1698,150037,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1.09,,1/1/13,12/31/13
G1699,150038,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1.01,,1/1/13,12/31/13
G1700,15003,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1.07,,1/1/13,12/31/13
G1701,150042,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1.04,,1/1/13,12/31/13
G1702,150044,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1.01,,1/1/13,12/31/13
G1703,150045,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1.04,,1/1/13,12/31/13
G1704,150046,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1.08,,1/1/13,12/31/13
G1705,150047,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.99,,1/1/13,12/31/13
