timely_and_effective_care_id,provider_id,condition,measure_id,measure_name,score,sample,footnote,measure_start_date,measure_end_date
N10032,110113,Surgical Care Improvement Project,SCIP_INF_2,Prophylactic Antibiotic Selection for Surgical Patients,NULL,NULL,5 - Results are not available for this reporting period.,10/1/12,9/30/13
N100320,110115,Surgical Care Improvement Project,OP_7,Prophylactic Antibiotic Selection for Surgical Patients,100,19,,10/1/12,9/30/13
N100321,110121,Pregnancy and Delivery Care,PC_01,"Percent of newborns whose deliveries were scheduled early (1-3 weeks early), when a scheduled delivery was not medically necessary",NULL,NULL,5 - Results are not available for this reporting period.,1/1/13,9/30/13
N100322,110122,Pneumonia,PN_3b,Blood Cultures Performed in the Emergency Department Prior to Initial Antibiotic Received in Hospital,100,66,,10/1/12,9/30/13
N100323,110124,Pneumonia,PN_6,Initial antibiotic selection for CAP in immunocompetent patient,100,23,,10/1/12,9/30/13
N100324,110125,Surgical Care Improvement Project,SCIP_CARD_2,Surgery Patients on a Beta Blocker Prior to Arrival Who Received a Beta Blocker During the Perioperative Period,NULL,NULL,1 - The number of cases/patients is too few to report.,10/1/12,9/30/13
N100325,110128,Surgical Care Improvement Project,SCIP_INF_1,Prophylactic antibiotic received within 1 hour prior to surgical incision,94,36,,10/1/12,9/30/13
N100326,110129,Surgical Care Improvement Project,SCIP_INF_10,Surgery Patients with Perioperative Temperature Management,100,49,,10/1/12,9/30/13
N100327,110130,Surgical Care Improvement Project,SCIP_INF_2,Prophylactic Antibiotic Selection for Surgical Patients,97,36,,10/1/12,9/30/13
N100328,110132,Surgical Care Improvement Project,SCIP_INF_3,Prophylactic antibiotics discontinued within 24 hours after surgery end time,94,36,,10/1/12,9/30/13
N100329,110135,Surgical Care Improvement Project,SCIP_INF_4,Cardiac Surgery Patients With Controlled 6 A.M. Postoperative Blood Glucose,NULL,0,7 - No cases met the criteria for this measure.,10/1/12,9/30/13
N10033,110142,Surgical Care Improvement Project,SCIP_INF_3,Prophylactic antibiotics discontinued within 24 hours after surgery end time,NULL,NULL,5 - Results are not available for this reporting period.,10/1/12,9/30/13
N100330,110143,Surgical Care Improvement Project,SCIP_INF_9,Postoperative Urinary Catheter Removal,92,13,,10/1/12,9/30/13
N100331,110146,Surgical Care Improvement Project,SCIP_VTE_2,Surgery Patients Who Received Appropriate Venous Thromboembolism Prophylaxis Within 24 Hours Prior to Surgery to 24 Hours After Surgery,100,47,,10/1/12,9/30/13
N100332,110150,Stroke Care,STK_1,Venous Thromboembolism (VTE) Prophylaxis,NULL,NULL,5 - Results are not available for this reporting period.,1/1/13,9/30/13
N100333,110153,Stroke Care,STK_10,Assessed for Rehabilitation,NULL,NULL,5 - Results are not available for this reporting period.,1/1/13,9/30/13
N100334,110161,Stroke Care,STK_2,Discharged on Antithrombotic Therapy,NULL,NULL,5 - Results are not available for this reporting period.,1/1/13,9/30/13
N100335,110164,Stroke Care,STK_3,Anticoagulation Therapy for Atrial Fibrillation/Flutter,NULL,NULL,5 - Results are not available for this reporting period.,1/1/13,9/30/13
N100336,110165,Stroke Care,STK_4,Thrombolytic Therapy,NULL,NULL,5 - Results are not available for this reporting period.,1/1/13,9/30/13
N100337,110168,Stroke Care,STK_5,Antithrombotic Therapy by End of Hospital Day 2 ,NULL,NULL,5 - Results are not available for this reporting period.,1/1/13,9/30/13
N100338,110177,Stroke Care,STK_6,Discharged on Statin Medication,NULL,NULL,5 - Results are not available for this reporting period.,1/1/13,9/30/13
N100339,110183,Stroke Care,STK_8,Stroke Education,NULL,NULL,5 - Results are not available for this reporting period.,1/1/13,9/30/13
N10034,110184,Surgical Care Improvement Project,SCIP_INF_4,Cardiac Surgery Patients With Controlled 6 A.M. Postoperative Blood Glucose,NULL,NULL,5 - Results are not available for this reporting period.,10/1/12,9/30/13
N100340,110186,Blood Clot Prevention and Treatment,VTE_1,Venous thromboembolism prophylaxis,NULL,NULL,5 - Results are not available for this reporting period.,1/1/13,9/30/13
N100341,110187,Blood Clot Prevention and Treatment,VTE_2,ICU venous thromboembolism prophylaxis,NULL,NULL,5 - Results are not available for this reporting period.,1/1/13,9/30/13
N100342,110189,Blood Clot Prevention and Treatment,VTE_3,Anticoagulation overlap therapy,NULL,NULL,5 - Results are not available for this reporting period.,1/1/13,9/30/13
N100343,110190,Blood Clot Prevention and Treatment,VTE_4,Unfractionated heparin with dosages/platelet count monitoring,NULL,NULL,5 - Results are not available for this reporting period.,1/1/13,9/30/13
N100344,110191,Blood Clot Prevention and Treatment,VTE_5,Warfarin therapy discharge instructions,NULL,NULL,5 - Results are not available for this reporting period.,1/1/13,9/30/13
N100345,110192,Blood Clot Prevention and Treatment,VTE_6,Incidence of potentially preventable VTE,NULL,NULL,5 - Results are not available for this reporting period.,1/1/13,9/30/13
N100346,110194,Heart Attack or Chest Pain,AMI_10,Statin at Discharge,NULL,NULL,1 - The number of cases/patients is too few to report.,10/1/12,9/30/13
N100347,110198,Heart Attack or Chest Pain,AMI_2,Aspirin prescribed at discharge,NULL,NULL,1 - The number of cases/patients is too few to report.,10/1/12,9/30/13
N100348,110200,Heart Attack or Chest Pain,AMI_7a,Heart attack patients given drugs to break up blood clots within 30 minutes of arrival,NULL,0,7 - No cases met the criteria for this measure.,10/1/12,9/30/13
N100349,110201,Heart Attack or Chest Pain,AMI_8a,Primary PCI Received Within 90 Minutes of Hospital Arrival,NULL,0,7 - No cases met the criteria for this measure.,10/1/12,9/30/13
N10035,110203,Surgical Care Improvement Project,SCIP_INF_9,Postoperative Urinary Catheter Removal,NULL,NULL,5 - Results are not available for this reporting period.,10/1/12,9/30/13
N100350,110205,Emergency Department,ED_1b,ED1,NULL,NULL,5 - Results are not available for this reporting period.,10/1/12,9/30/13
N100351,110209,Emergency Department,ED_2b,ED2,NULL,NULL,5 - Results are not available for this reporting period.,10/1/12,9/30/13
N100352,110215,Heart Failure,HF_1,Discharge instructions,97,31,,10/1/12,9/30/13
N100353,110225,Heart Failure,HF_2,Evaluation of LVS Function,100,36,,10/1/12,9/30/13
N100354,110226,Heart Failure,HF_3,ACEI or ARB for LVSD,NULL,NULL,1 - The number of cases/patients is too few to report.,10/1/12,9/30/13
N100355,110229,Preventive Care,IMM_1a,Immunization for pneumonia,92,263,,10/1/12,9/30/13
N100356,110230,Preventive Care,IMM_2,Immunization for influenza,92,165,,10/1/12,3/31/13
N100357,110233,Heart Attack or Chest Pain,OP_1,Median Time to Fibrinolysis,NULL,0,7 - No cases met the criteria for this measure.,10/1/12,9/30/13
N100358,110234,Emergency Department,OP_18b,OP 18,128,361,,10/1/12,9/30/13
N100359,11029,Heart Attack or Chest Pain,OP_2,Fibrinolytic Therapy Received Within 30 Minutes of ED Arrival,NULL,0,7 - No cases met the criteria for this measure.,10/1/12,9/30/13
N10036,11030,Surgical Care Improvement Project,SCIP_VTE_2,Surgery Patients Who Received Appropriate Venous Thromboembolism Prophylaxis Within 24 Hours Prior to Surgery to 24 Hours After Surgery,NULL,NULL,5 - Results are not available for this reporting period.,10/1/12,9/30/13
N100360,11031,Emergency Department,OP_20,Door to diagnostic eval,28,444,,10/1/12,9/30/13
N100361,111300,Emergency Department,OP_21,Median time to pain med,NULL,NULL,5 - Results are not available for this reporting period.,10/1/12,9/30/13
N100362,111302,Emergency Department,OP_22,Left before being seen,NULL,NULL,5 - Results are not available for this reporting period.,1/1/12,12/31/12
N100363,111303,Emergency Department,OP_23,Head CT results,NULL,NULL,5 - Results are not available for this reporting period.,10/1/12,9/30/13
N100364,111304,Heart Attack or Chest Pain,OP_3b,Median Time to Transfer to Another Facility for Acute Coronary Intervention,NULL,NULL,1 - The number of cases/patients is too few to report.,10/1/12,9/30/13
N100365,111305,Heart Attack or Chest Pain,OP_4,Aspirin at Arrival,93,58,,10/1/12,9/30/13
N100366,111306,Heart Attack or Chest Pain,OP_5,Median Time to ECG,11,60,,10/1/12,9/30/13
N100367,111308,Surgical Care Improvement Project,OP_6,Prophylactic Antibiotic Initiated Within One Hour Prior to Surgical Incision,NULL,NULL,5 - Results are not available for this reporting period.,10/1/12,9/30/13
N100368,111310,Surgical Care Improvement Project,OP_7,Prophylactic Antibiotic Selection for Surgical Patients,NULL,NULL,5 - Results are not available for this reporting period.,10/1/12,9/30/13
N100369,111313,Pregnancy and Delivery Care,PC_01,"Percent of newborns whose deliveries were scheduled early (1-3 weeks early), when a scheduled delivery was not medically necessary",NULL,NULL,5 - Results are not available for this reporting period.,1/1/13,9/30/13
N10037,111314,Stroke Care,STK_1,Venous Thromboembolism (VTE) Prophylaxis,78,18,2 - Data submitted were based on a sample of cases/patients.,1/1/13,9/30/13
N100370,111316,Pneumonia,PN_3b,Blood Cultures Performed in the Emergency Department Prior to Initial Antibiotic Received in Hospital,97,68,,10/1/12,9/30/13
N100371,111318,Pneumonia,PN_6,Initial antibiotic selection for CAP in immunocompetent patient,100,56,,10/1/12,9/30/13
N100372,111319,Surgical Care Improvement Project,SCIP_CARD_2,Surgery Patients on a Beta Blocker Prior to Arrival Who Received a Beta Blocker During the Perioperative Period,94,35,,10/1/12,9/30/13
N100373,111320,Surgical Care Improvement Project,SCIP_INF_1,Prophylactic antibiotic received within 1 hour prior to surgical incision,97,129,,10/1/12,9/30/13
N100374,111321,Surgical Care Improvement Project,SCIP_INF_10,Surgery Patients with Perioperative Temperature Management,100,162,,10/1/12,9/30/13
N100375,111324,Surgical Care Improvement Project,SCIP_INF_2,Prophylactic Antibiotic Selection for Surgical Patients,98,129,,10/1/12,9/30/13
N100376,111325,Surgical Care Improvement Project,SCIP_INF_3,Prophylactic antibiotics discontinued within 24 hours after surgery end time,95,126,,10/1/12,9/30/13
N100377,111326,Surgical Care Improvement Project,SCIP_INF_4,Cardiac Surgery Patients With Controlled 6 A.M. Postoperative Blood Glucose,NULL,0,7 - No cases met the criteria for this measure.,10/1/12,9/30/13
N100378,111327,Surgical Care Improvement Project,SCIP_INF_9,Postoperative Urinary Catheter Removal,98,45,,10/1/12,9/30/13
N100379,111328,Surgical Care Improvement Project,SCIP_VTE_2,Surgery Patients Who Received Appropriate Venous Thromboembolism Prophylaxis Within 24 Hours Prior to Surgery to 24 Hours After Surgery,99,146,,10/1/12,9/30/13
N10038,111329,Stroke Care,STK_10,Assessed for Rehabilitation,75,20,2 - Data submitted were based on a sample of cases/patients.,1/1/13,9/30/13
N100380,111330,Stroke Care,STK_1,Venous Thromboembolism (VTE) Prophylaxis,NULL,NULL,5 - Results are not available for this reporting period.,1/1/13,9/30/13
N100381,111331,Stroke Care,STK_10,Assessed for Rehabilitation,NULL,NULL,5 - Results are not available for this reporting period.,1/1/13,9/30/13
N100382,111332,Stroke Care,STK_2,Discharged on Antithrombotic Therapy,NULL,NULL,5 - Results are not available for this reporting period.,1/1/13,9/30/13
N100383,111333,Stroke Care,STK_3,Anticoagulation Therapy for Atrial Fibrillation/Flutter,NULL,NULL,5 - Results are not available for this reporting period.,1/1/13,9/30/13
N100384,111334,Stroke Care,STK_4,Thrombolytic Therapy,NULL,NULL,5 - Results are not available for this reporting period.,1/1/13,9/30/13
N100385,111335,Stroke Care,STK_5,Antithrombotic Therapy by End of Hospital Day 2 ,NULL,NULL,5 - Results are not available for this reporting period.,1/1/13,9/30/13
N100386,111336,Stroke Care,STK_6,Discharged on Statin Medication,NULL,NULL,5 - Results are not available for this reporting period.,1/1/13,9/30/13
N100387,11300,Stroke Care,STK_8,Stroke Education,NULL,NULL,5 - Results are not available for this reporting period.,1/1/13,9/30/13
N100388,11302,Blood Clot Prevention and Treatment,VTE_1,Venous thromboembolism prophylaxis,NULL,NULL,5 - Results are not available for this reporting period.,1/1/13,9/30/13
N100389,11304,Blood Clot Prevention and Treatment,VTE_2,ICU venous thromboembolism prophylaxis,NULL,NULL,5 - Results are not available for this reporting period.,1/1/13,9/30/13
N10039,120001,Stroke Care,STK_2,Discharged on Antithrombotic Therapy,85,13,2 - Data submitted were based on a sample of cases/patients.,1/1/13,9/30/13
N100390,120002,Blood Clot Prevention and Treatment,VTE_3,Anticoagulation overlap therapy,NULL,NULL,5 - Results are not available for this reporting period.,1/1/13,9/30/13
N100391,120004,Blood Clot Prevention and Treatment,VTE_4,Unfractionated heparin with dosages/platelet count monitoring,NULL,NULL,5 - Results are not available for this reporting period.,1/1/13,9/30/13
N100392,120005,Blood Clot Prevention and Treatment,VTE_5,Warfarin therapy discharge instructions,NULL,NULL,5 - Results are not available for this reporting period.,1/1/13,9/30/13
N100393,120006,Blood Clot Prevention and Treatment,VTE_6,Incidence of potentially preventable VTE,NULL,NULL,5 - Results are not available for this reporting period.,1/1/13,9/30/13
N100394,120007,Heart Attack or Chest Pain,AMI_10,Statin at Discharge,NULL,NULL,5 - Results are not available for this reporting period.,10/1/12,9/30/13
N100395,120011,Heart Attack or Chest Pain,AMI_2,Aspirin prescribed at discharge,NULL,NULL,5 - Results are not available for this reporting period.,10/1/12,9/30/13
N100396,120014,Heart Attack or Chest Pain,AMI_7a,Heart attack patients given drugs to break up blood clots within 30 minutes of arrival,NULL,NULL,5 - Results are not available for this reporting period.,10/1/12,9/30/13
N100397,120019,Heart Attack or Chest Pain,AMI_8a,Primary PCI Received Within 90 Minutes of Hospital Arrival,NULL,NULL,5 - Results are not available for this reporting period.,10/1/12,9/30/13
N100398,120022,Emergency Department,ED_1b,ED1,NULL,NULL,5 - Results are not available for this reporting period.,10/1/12,9/30/13
N100399,120026,Emergency Department,ED_2b,ED2,NULL,NULL,5 - Results are not available for this reporting period.,10/1/12,9/30/13
N1004,120028,Emergency Department,ED_1b,ED1,272,530,2 - Data submitted were based on a sample of cases/patients.,10/1/12,9/30/13
N10040,121300,Stroke Care,STK_3,Anticoagulation Therapy for Atrial Fibrillation/Flutter,NULL,NULL,"1 - The number of cases/patients is too few to report., 2 - Data submitted were based on a sample of cases/patients.",1/1/13,9/30/13
N100400,121301,Heart Failure,HF_1,Discharge instructions,NULL,NULL,"1 - The number of cases/patients is too few to report., 3 - Results are based on a shorter time period than required.",10/1/12,9/30/13
N100401,121303,Heart Failure,HF_2,Evaluation of LVS Function,NULL,NULL,"1 - The number of cases/patients is too few to report., 3 - Results are based on a shorter time period than required.",10/1/12,9/30/13
N100402,121304,Heart Failure,HF_3,ACEI or ARB for LVSD,NULL,NULL,"1 - The number of cases/patients is too few to report., 3 - Results are based on a shorter time period than required.",10/1/12,9/30/13
N100403,121306,Preventive Care,IMM_1a,Immunization for pneumonia,NULL,NULL,5 - Results are not available for this reporting period.,10/1/12,9/30/13
N100404,121308,Preventive Care,IMM_2,Immunization for influenza,NULL,NULL,5 - Results are not available for this reporting period.,10/1/12,3/31/13
N100405,130002,Heart Attack or Chest Pain,OP_1,Median Time to Fibrinolysis,NULL,NULL,1 - The number of cases/patients is too few to report.,10/1/12,9/30/13
N100406,130003,Emergency Department,OP_18b,OP 18,69,345,,10/1/12,9/30/13
N100407,130006,Heart Attack or Chest Pain,OP_2,Fibrinolytic Therapy Received Within 30 Minutes of ED Arrival,NULL,NULL,1 - The number of cases/patients is too few to report.,10/1/12,9/30/13
N100408,130007,Emergency Department,OP_20,Door to diagnostic eval,16,379,,10/1/12,9/30/13
N100409,130013,Emergency Department,OP_21,Median time to pain med,NULL,NULL,5 - Results are not available for this reporting period.,10/1/12,9/30/13
N10041,130014,Stroke Care,STK_4,Thrombolytic Therapy,NULL,0,"2 - Data submitted were based on a sample of cases/patients., 7 - No cases met the criteria for this measure.",1/1/13,9/30/13
N100410,130018,Emergency Department,OP_22,Left before being seen,NULL,NULL,5 - Results are not available for this reporting period.,1/1/12,12/31/12
N100411,130025,Emergency Department,OP_23,Head CT results,NULL,NULL,5 - Results are not available for this reporting period.,10/1/12,9/30/13
N100412,130028,Heart Attack or Chest Pain,OP_3b,Median Time to Transfer to Another Facility for Acute Coronary Intervention,NULL,0,7 - No cases met the criteria for this measure.,10/1/12,9/30/13
N100413,13003,Heart Attack or Chest Pain,OP_4,Aspirin at Arrival,92,51,,10/1/12,9/30/13
N100414,130049,Heart Attack or Chest Pain,OP_5,Median Time to ECG,9,53,,10/1/12,9/30/13
N100415,130063,Surgical Care Improvement Project,OP_6,Prophylactic Antibiotic Initiated Within One Hour Prior to Surgical Incision,NULL,NULL,5 - Results are not available for this reporting period.,10/1/12,9/30/13
N100416,130065,Surgical Care Improvement Project,OP_7,Prophylactic Antibiotic Selection for Surgical Patients,NULL,NULL,5 - Results are not available for this reporting period.,10/1/12,9/30/13
N100417,130066,Pregnancy and Delivery Care,PC_01,"Percent of newborns whose deliveries were scheduled early (1-3 weeks early), when a scheduled delivery was not medically necessary",NULL,NULL,5 - Results are not available for this reporting period.,1/1/13,9/30/13
N100418,130067,Pneumonia,PN_3b,Blood Cultures Performed in the Emergency Department Prior to Initial Antibiotic Received in Hospital,95,21,,10/1/12,9/30/13
N100419,131301,Pneumonia,PN_6,Initial antibiotic selection for CAP in immunocompetent patient,73,11,,10/1/12,9/30/13
N10042,131302,Stroke Care,STK_5,Antithrombotic Therapy by End of Hospital Day 2 ,79,14,2 - Data submitted were based on a sample of cases/patients.,1/1/13,9/30/13
N100420,131303,Surgical Care Improvement Project,SCIP_CARD_2,Surgery Patients on a Beta Blocker Prior to Arrival Who Received a Beta Blocker During the Perioperative Period,NULL,NULL,5 - Results are not available for this reporting period.,10/1/12,9/30/13
N100421,131304,Surgical Care Improvement Project,SCIP_INF_1,Prophylactic antibiotic received within 1 hour prior to surgical incision,NULL,NULL,5 - Results are not available for this reporting period.,10/1/12,9/30/13
N100422,131305,Surgical Care Improvement Project,SCIP_INF_10,Surgery Patients with Perioperative Temperature Management,NULL,NULL,5 - Results are not available for this reporting period.,10/1/12,9/30/13
N100423,131307,Surgical Care Improvement Project,SCIP_INF_2,Prophylactic Antibiotic Selection for Surgical Patients,NULL,NULL,5 - Results are not available for this reporting period.,10/1/12,9/30/13
N100424,131308,Surgical Care Improvement Project,SCIP_INF_3,Prophylactic antibiotics discontinued within 24 hours after surgery end time,NULL,NULL,5 - Results are not available for this reporting period.,10/1/12,9/30/13
N100425,131309,Surgical Care Improvement Project,SCIP_INF_4,Cardiac Surgery Patients With Controlled 6 A.M. Postoperative Blood Glucose,NULL,NULL,5 - Results are not available for this reporting period.,10/1/12,9/30/13
N100426,131310,Surgical Care Improvement Project,SCIP_INF_9,Postoperative Urinary Catheter Removal,NULL,NULL,5 - Results are not available for this reporting period.,10/1/12,9/30/13
N100427,131311,Surgical Care Improvement Project,SCIP_VTE_2,Surgery Patients Who Received Appropriate Venous Thromboembolism Prophylaxis Within 24 Hours Prior to Surgery to 24 Hours After Surgery,NULL,NULL,5 - Results are not available for this reporting period.,10/1/12,9/30/13
N100428,131312,Stroke Care,STK_1,Venous Thromboembolism (VTE) Prophylaxis,NULL,NULL,5 - Results are not available for this reporting period.,1/1/13,9/30/13
N100429,131313,Stroke Care,STK_10,Assessed for Rehabilitation,NULL,NULL,5 - Results are not available for this reporting period.,1/1/13,9/30/13
N10043,131314,Stroke Care,STK_6,Discharged on Statin Medication,NULL,NULL,"1 - The number of cases/patients is too few to report., 2 - Data submitted were based on a sample of cases/patients.",1/1/13,9/30/13
N100430,131315,Stroke Care,STK_2,Discharged on Antithrombotic Therapy,NULL,NULL,5 - Results are not available for this reporting period.,1/1/13,9/30/13
N100431,131316,Stroke Care,STK_3,Anticoagulation Therapy for Atrial Fibrillation/Flutter,NULL,NULL,5 - Results are not available for this reporting period.,1/1/13,9/30/13
N100432,131317,Stroke Care,STK_4,Thrombolytic Therapy,NULL,NULL,5 - Results are not available for this reporting period.,1/1/13,9/30/13
N100433,131318,Stroke Care,STK_5,Antithrombotic Therapy by End of Hospital Day 2 ,NULL,NULL,5 - Results are not available for this reporting period.,1/1/13,9/30/13
N100434,131319,Stroke Care,STK_6,Discharged on Statin Medication,NULL,NULL,5 - Results are not available for this reporting period.,1/1/13,9/30/13
N100435,131320,Stroke Care,STK_8,Stroke Education,NULL,NULL,5 - Results are not available for this reporting period.,1/1/13,9/30/13
N100436,131321,Blood Clot Prevention and Treatment,VTE_1,Venous thromboembolism prophylaxis,NULL,NULL,5 - Results are not available for this reporting period.,1/1/13,9/30/13
N100437,131322,Blood Clot Prevention and Treatment,VTE_2,ICU venous thromboembolism prophylaxis,NULL,NULL,5 - Results are not available for this reporting period.,1/1/13,9/30/13
N100438,131323,Blood Clot Prevention and Treatment,VTE_3,Anticoagulation overlap therapy,NULL,NULL,5 - Results are not available for this reporting period.,1/1/13,9/30/13
N100439,131324,Blood Clot Prevention and Treatment,VTE_4,Unfractionated heparin with dosages/platelet count monitoring,NULL,NULL,5 - Results are not available for this reporting period.,1/1/13,9/30/13
N10044,131325,Stroke Care,STK_8,Stroke Education,NULL,NULL,"1 - The number of cases/patients is too few to report., 2 - Data submitted were based on a sample of cases/patients.",1/1/13,9/30/13
N100440,131326,Blood Clot Prevention and Treatment,VTE_5,Warfarin therapy discharge instructions,NULL,NULL,5 - Results are not available for this reporting period.,1/1/13,9/30/13
N100441,131327,Blood Clot Prevention and Treatment,VTE_6,Incidence of potentially preventable VTE,NULL,NULL,5 - Results are not available for this reporting period.,1/1/13,9/30/13
N100442,131328,Heart Attack or Chest Pain,AMI_10,Statin at Discharge,NULL,NULL,1 - The number of cases/patients is too few to report.,10/1/12,9/30/13
N100443,13301,Heart Attack or Chest Pain,AMI_2,Aspirin prescribed at discharge,NULL,NULL,1 - The number of cases/patients is too few to report.,10/1/12,9/30/13
N100444,140001,Heart Attack or Chest Pain,AMI_7a,Heart attack patients given drugs to break up blood clots within 30 minutes of arrival,NULL,0,7 - No cases met the criteria for this measure.,10/1/12,9/30/13
N100445,140002,Heart Attack or Chest Pain,AMI_8a,Primary PCI Received Within 90 Minutes of Hospital Arrival,NULL,0,7 - No cases met the criteria for this measure.,10/1/12,9/30/13
N100446,140007,Emergency Department,ED_1b,ED1,200,440,2 - Data submitted were based on a sample of cases/patients.,10/1/12,9/30/13
N100447,140008,Emergency Department,ED_2b,ED2,54,335,2 - Data submitted were based on a sample of cases/patients.,10/1/12,9/30/13
N100448,140010,Heart Failure,HF_1,Discharge instructions,63,27,,10/1/12,9/30/13
N100449,140011,Heart Failure,HF_2,Evaluation of LVS Function,74,31,,10/1/12,9/30/13
N10045,140012,Blood Clot Prevention and Treatment,VTE_1,Venous thromboembolism prophylaxis,90,223,2 - Data submitted were based on a sample of cases/patients.,1/1/13,9/30/13
N100450,140013,Heart Failure,HF_3,ACEI or ARB for LVSD,69,13,,10/1/12,9/30/13
N100451,140015,Preventive Care,IMM_1a,Immunization for pneumonia,94,324,"2 - Data submitted were based on a sample of cases/patients., 3 - Results are based on a shorter time period than required.",10/1/12,9/30/13
N100452,140018,Preventive Care,IMM_2,Immunization for influenza,97,135,"2 - Data submitted were based on a sample of cases/patients., 3 - Results are based on a shorter time period than required.",10/1/12,3/31/13
N100453,140019,Heart Attack or Chest Pain,OP_1,Median Time to Fibrinolysis,NULL,NULL,1 - The number of cases/patients is too few to report.,10/1/12,9/30/13
N100454,140026,Emergency Department,OP_18b,OP 18,77,307,,10/1/12,9/30/13
N100455,140029,Heart Attack or Chest Pain,OP_2,Fibrinolytic Therapy Received Within 30 Minutes of ED Arrival,NULL,NULL,1 - The number of cases/patients is too few to report.,10/1/12,9/30/13
N100456,140030,Emergency Department,OP_20,Door to diagnostic eval,12,426,,10/1/12,9/30/13
N100457,140032,Emergency Department,OP_21,Median time to pain med,NULL,NULL,5 - Results are not available for this reporting period.,10/1/12,9/30/13
N100458,140033,Emergency Department,OP_22,Left before being seen,NULL,NULL,5 - Results are not available for this reporting period.,1/1/12,12/31/12
N100459,140034,Emergency Department,OP_23,Head CT results,NULL,NULL,5 - Results are not available for this reporting period.,10/1/12,9/30/13
N10046,14003,Blood Clot Prevention and Treatment,VTE_2,ICU venous thromboembolism prophylaxis,NULL,NULL,"1 - The number of cases/patients is too few to report., 2 - Data submitted were based on a sample of cases/patients.",1/1/13,9/30/13
N100460,140040,Heart Attack or Chest Pain,OP_3b,Median Time to Transfer to Another Facility for Acute Coronary Intervention,NULL,NULL,1 - The number of cases/patients is too few to report.,10/1/12,9/30/13
N100461,140043,Heart Attack or Chest Pain,OP_4,Aspirin at Arrival,98,53,,10/1/12,9/30/13
N100462,140046,Heart Attack or Chest Pain,OP_5,Median Time to ECG,2,50,,10/1/12,9/30/13
N100463,140048,Surgical Care Improvement Project,OP_6,Prophylactic Antibiotic Initiated Within One Hour Prior to Surgical Incision,77,30,,10/1/12,9/30/13
N100464,140049,Surgical Care Improvement Project,OP_7,Prophylactic Antibiotic Selection for Surgical Patients,58,26,,10/1/12,9/30/13
N100465,14004,Pregnancy and Delivery Care,PC_01,"Percent of newborns whose deliveries were scheduled early (1-3 weeks early), when a scheduled delivery was not medically necessary",NULL,NULL,5 - Results are not available for this reporting period.,1/1/13,9/30/13
N100466,140052,Pneumonia,PN_3b,Blood Cultures Performed in the Emergency Department Prior to Initial Antibiotic Received in Hospital,80,46,,10/1/12,9/30/13
N100467,140053,Pneumonia,PN_6,Initial antibiotic selection for CAP in immunocompetent patient,96,27,,10/1/12,9/30/13
N100468,140054,Surgical Care Improvement Project,SCIP_CARD_2,Surgery Patients on a Beta Blocker Prior to Arrival Who Received a Beta Blocker During the Perioperative Period,NULL,NULL,1 - The number of cases/patients is too few to report.,10/1/12,9/30/13
N100469,140058,Surgical Care Improvement Project,SCIP_INF_1,Prophylactic antibiotic received within 1 hour prior to surgical incision,96,23,,10/1/12,9/30/13
N10047,140059,Blood Clot Prevention and Treatment,VTE_3,Anticoagulation overlap therapy,NULL,NULL,"1 - The number of cases/patients is too few to report., 2 - Data submitted were based on a sample of cases/patients.",1/1/13,9/30/13
N100470,140062,Surgical Care Improvement Project,SCIP_INF_10,Surgery Patients with Perioperative Temperature Management,97,29,,10/1/12,9/30/13
N100471,140063,Surgical Care Improvement Project,SCIP_INF_2,Prophylactic Antibiotic Selection for Surgical Patients,96,23,,10/1/12,9/30/13
N100472,140064,Surgical Care Improvement Project,SCIP_INF_3,Prophylactic antibiotics discontinued within 24 hours after surgery end time,82,22,,10/1/12,9/30/13
N100473,140065,Surgical Care Improvement Project,SCIP_INF_4,Cardiac Surgery Patients With Controlled 6 A.M. Postoperative Blood Glucose,NULL,0,7 - No cases met the criteria for this measure.,10/1/12,9/30/13
N100474,140067,Surgical Care Improvement Project,SCIP_INF_9,Postoperative Urinary Catheter Removal,52,25,,10/1/12,9/30/13
N100475,140068,Surgical Care Improvement Project,SCIP_VTE_2,Surgery Patients Who Received Appropriate Venous Thromboembolism Prophylaxis Within 24 Hours Prior to Surgery to 24 Hours After Surgery,100,26,,10/1/12,9/30/13
N100476,140077,Stroke Care,STK_1,Venous Thromboembolism (VTE) Prophylaxis,NULL,NULL,1 - The number of cases/patients is too few to report.,1/1/13,9/30/13
N100477,14007,Stroke Care,STK_10,Assessed for Rehabilitation,NULL,NULL,1 - The number of cases/patients is too few to report.,1/1/13,9/30/13
N100478,140080,Stroke Care,STK_2,Discharged on Antithrombotic Therapy,NULL,NULL,1 - The number of cases/patients is too few to report.,1/1/13,9/30/13
N100479,140082,Stroke Care,STK_3,Anticoagulation Therapy for Atrial Fibrillation/Flutter,NULL,NULL,1 - The number of cases/patients is too few to report.,1/1/13,9/30/13
N10048,140083,Blood Clot Prevention and Treatment,VTE_4,Unfractionated heparin with dosages/platelet count monitoring,NULL,0,"2 - Data submitted were based on a sample of cases/patients., 7 - No cases met the criteria for this measure.",1/1/13,9/30/13
N100480,140084,Stroke Care,STK_4,Thrombolytic Therapy,NULL,0,7 - No cases met the criteria for this measure.,1/1/13,9/30/13
N100481,140088,Stroke Care,STK_5,Antithrombotic Therapy by End of Hospital Day 2 ,NULL,NULL,1 - The number of cases/patients is too few to report.,1/1/13,9/30/13
