hospital_associated_infection_id,provider_id,measure_name,measure_id,compared_to_national,score,footnote,measure_start_date,measure_end_date
H100325,110128,CLABSI Upper Confidence Limit,HAI_1_CI_UPPER,No Different than U.S. National Benchmark,1.01,,10/1/12,9/30/13
H100326,110129,CLABSI Central Line Days,HAI_1_DOPC_DAYS,No Different than U.S. National Benchmark,6200,,10/1/12,9/30/13
H100327,110130,CLABSI Predicted Cases,HAI_1_ELIGCASES,No Different than U.S. National Benchmark,12.357,,10/1/12,9/30/13
H100328,110132,CLABSI Observed Cases,HAI_1_NUMERATOR,No Different than U.S. National Benchmark,6,,10/1/12,9/30/13
H100329,110135,Central line-associated blood stream infections (CLABSI),HAI_1_SIR,No Different than U.S. National Benchmark,0.486,,10/1/12,9/30/13
H10033,110142,C.diff Predicted Cases,HAI_6_ELIGCASES,NULL,NULL,5 - Results are not available for this reporting period.,1/1/13,9/30/13
H100330,110143,CAUTI Lower Confidence Limit,HAI_2_CI_LOWER,Better than the U.S. National Benchmark,0.194,,10/1/12,9/30/13
H100331,110146,CAUTI Upper Confidence Limit,HAI_2_CI_UPPER,Better than the U.S. National Benchmark,0.995,,10/1/12,9/30/13
H100332,110150,CAUTI Urinary Catheter Days,HAI_2_DOPC_DAYS,Better than the U.S. National Benchmark,6255,,10/1/12,9/30/13
H100333,110153,CAUTI Predicted Cases,HAI_2_ELIGCASES,Better than the U.S. National Benchmark,12.544,,10/1/12,9/30/13
H100334,110161,CAUTI Observed Cases,HAI_2_NUMERATOR,Better than the U.S. National Benchmark,6,,10/1/12,9/30/13
H100335,110164,Catheter-Associated Urinary Tract Infections (CAUTI),HAI_2_SIR,Better than the U.S. National Benchmark,0.478,,10/1/12,9/30/13
H100336,110165,SSI: Colon Lower Confidence Limit,HAI_3_CI_LOWER,No Different than U.S. National Benchmark,0.021,,10/1/12,9/30/13
H100337,110168,SSI: Colon Upper Confidence Limit,HAI_3_CI_UPPER,No Different than U.S. National Benchmark,2.07,,10/1/12,9/30/13
H100338,110177,"SSI: Colon, Number of Procedures",HAI_3_DOPC_DAYS,No Different than U.S. National Benchmark,67,,10/1/12,9/30/13
H100339,110183,SSI: Colon Predicted Cases,HAI_3_ELIGCASES,No Different than U.S. National Benchmark,2.382,,10/1/12,9/30/13
H10034,110184,C.diff Observed Cases,HAI_6_NUMERATOR,NULL,NULL,5 - Results are not available for this reporting period.,1/1/13,9/30/13
H100340,110186,SSI: Colon Observed Cases,HAI_3_NUMERATOR,No Different than U.S. National Benchmark,1,,10/1/12,9/30/13
H100341,110187,Surgical Site Infection from colon surgery (SSI: Colon),HAI_3_SIR,No Different than U.S. National Benchmark,0.42,,10/1/12,9/30/13
H100342,110189,SSI: Abdominal Lower Confidence Limit,HAI_4_CI_LOWER,No Different than U.S. National Benchmark,0,8 - The lower limit of the confidence interval cannot be calculated if the number of observed infections equals zero.,10/1/12,9/30/13
H100343,110190,SSI: Abdominal Upper Confidence Limit,HAI_4_CI_UPPER,No Different than U.S. National Benchmark,2.875,8 - The lower limit of the confidence interval cannot be calculated if the number of observed infections equals zero.,10/1/12,9/30/13
H100344,110191,"SSI: Abdominal, Number of Procedures",HAI_4_DOPC_DAYS,No Different than U.S. National Benchmark,101,8 - The lower limit of the confidence interval cannot be calculated if the number of observed infections equals zero.,10/1/12,9/30/13
H100345,110192,SSI: Abdominal Predicted Cases,HAI_4_ELIGCASES,No Different than U.S. National Benchmark,1.042,8 - The lower limit of the confidence interval cannot be calculated if the number of observed infections equals zero.,10/1/12,9/30/13
H100346,110194,SSI: Abdominal Observed Cases,HAI_4_NUMERATOR,No Different than U.S. National Benchmark,0,8 - The lower limit of the confidence interval cannot be calculated if the number of observed infections equals zero.,10/1/12,9/30/13
H100347,110198,Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy),HAI_4_SIR,No Different than U.S. National Benchmark,0,8 - The lower limit of the confidence interval cannot be calculated if the number of observed infections equals zero.,10/1/12,9/30/13
H100348,110200,MRSA Lower Confidence Limit,HAI_5_CI_LOWER,Better than the U.S. National Benchmark,0.095,,1/1/13,9/30/13
H100349,110201,MRSA Upper Confidence Limit,HAI_5_CI_UPPER,Better than the U.S. National Benchmark,0.895,,1/1/13,9/30/13
H10035,110203,Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections),HAI_6_SIR,NULL,NULL,5 - Results are not available for this reporting period.,1/1/13,9/30/13
H100350,110205,MRSA Patient Days,HAI_5_DOPC_DAYS,Better than the U.S. National Benchmark,121991,,1/1/13,9/30/13
H100351,110209,MRSA Predicted Cases,HAI_5_ELIGCASES,Better than the U.S. National Benchmark,11.439,,1/1/13,9/30/13
H100352,110215,MRSA Observed Cases,HAI_5_NUMERATOR,Better than the U.S. National Benchmark,4,,1/1/13,9/30/13
H100353,110225,Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections),HAI_5_SIR,Better than the U.S. National Benchmark,0.35,,1/1/13,9/30/13
H100354,110226,C.diff Lower Confidence Limit,HAI_6_CI_LOWER,Better than the U.S. National Benchmark,0.576,,1/1/13,9/30/13
H100355,110229,C.diff Upper Confidence Limit,HAI_6_CI_UPPER,Better than the U.S. National Benchmark,0.985,,1/1/13,9/30/13
H100356,110230,C.diff Patient Days,HAI_6_DOPC_DAYS,Better than the U.S. National Benchmark,109409,,1/1/13,9/30/13
H100357,110233,C.diff Predicted Cases,HAI_6_ELIGCASES,Better than the U.S. National Benchmark,74.969,,1/1/13,9/30/13
H100358,110234,C.diff Observed Cases,HAI_6_NUMERATOR,Better than the U.S. National Benchmark,57,,1/1/13,9/30/13
H100359,11029,Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections),HAI_6_SIR,Better than the U.S. National Benchmark,0.76,,1/1/13,9/30/13
H10036,11030,CLABSI Lower Confidence Limit,HAI_1_CI_LOWER,NULL,NULL,12 - This measure does not apply to this hospital for this reporting period.,10/1/12,9/30/13
H100360,11031,CLABSI Lower Confidence Limit,HAI_1_CI_LOWER,No Different than U.S. National Benchmark,0,8 - The lower limit of the confidence interval cannot be calculated if the number of observed infections equals zero.,10/1/12,9/30/13
H100361,111300,CLABSI Upper Confidence Limit,HAI_1_CI_UPPER,No Different than U.S. National Benchmark,1.387,8 - The lower limit of the confidence interval cannot be calculated if the number of observed infections equals zero.,10/1/12,9/30/13
H100362,111302,CLABSI Central Line Days,HAI_1_DOPC_DAYS,No Different than U.S. National Benchmark,1439,8 - The lower limit of the confidence interval cannot be calculated if the number of observed infections equals zero.,10/1/12,9/30/13
H100363,111303,CLABSI Predicted Cases,HAI_1_ELIGCASES,No Different than U.S. National Benchmark,2.16,8 - The lower limit of the confidence interval cannot be calculated if the number of observed infections equals zero.,10/1/12,9/30/13
H100364,111304,CLABSI Observed Cases,HAI_1_NUMERATOR,No Different than U.S. National Benchmark,0,8 - The lower limit of the confidence interval cannot be calculated if the number of observed infections equals zero.,10/1/12,9/30/13
H100365,111305,Central line-associated blood stream infections (CLABSI),HAI_1_SIR,No Different than U.S. National Benchmark,0,8 - The lower limit of the confidence interval cannot be calculated if the number of observed infections equals zero.,10/1/12,9/30/13
H100366,111306,CAUTI Lower Confidence Limit,HAI_2_CI_LOWER,No Different than U.S. National Benchmark,0,8 - The lower limit of the confidence interval cannot be calculated if the number of observed infections equals zero.,10/1/12,9/30/13
H100367,111308,CAUTI Upper Confidence Limit,HAI_2_CI_UPPER,No Different than U.S. National Benchmark,1.207,8 - The lower limit of the confidence interval cannot be calculated if the number of observed infections equals zero.,10/1/12,9/30/13
H100368,111310,CAUTI Urinary Catheter Days,HAI_2_DOPC_DAYS,No Different than U.S. National Benchmark,1908,8 - The lower limit of the confidence interval cannot be calculated if the number of observed infections equals zero.,10/1/12,9/30/13
H100369,111313,CAUTI Predicted Cases,HAI_2_ELIGCASES,No Different than U.S. National Benchmark,2.482,8 - The lower limit of the confidence interval cannot be calculated if the number of observed infections equals zero.,10/1/12,9/30/13
H10037,111314,CLABSI Upper Confidence Limit,HAI_1_CI_UPPER,NULL,NULL,12 - This measure does not apply to this hospital for this reporting period.,10/1/12,9/30/13
H100370,111316,CAUTI Observed Cases,HAI_2_NUMERATOR,No Different than U.S. National Benchmark,0,8 - The lower limit of the confidence interval cannot be calculated if the number of observed infections equals zero.,10/1/12,9/30/13
H100371,111318,Catheter-Associated Urinary Tract Infections (CAUTI),HAI_2_SIR,No Different than U.S. National Benchmark,0,8 - The lower limit of the confidence interval cannot be calculated if the number of observed infections equals zero.,10/1/12,9/30/13
H100372,111319,SSI: Colon Lower Confidence Limit,HAI_3_CI_LOWER,No Different than U.S. National Benchmark,0.35,,10/1/12,9/30/13
H100373,111320,SSI: Colon Upper Confidence Limit,HAI_3_CI_UPPER,No Different than U.S. National Benchmark,2.119,,10/1/12,9/30/13
H100374,111321,"SSI: Colon, Number of Procedures",HAI_3_DOPC_DAYS,No Different than U.S. National Benchmark,159,,10/1/12,9/30/13
H100375,111324,SSI: Colon Predicted Cases,HAI_3_ELIGCASES,No Different than U.S. National Benchmark,5.23,,10/1/12,9/30/13
H100376,111325,SSI: Colon Observed Cases,HAI_3_NUMERATOR,No Different than U.S. National Benchmark,5,,10/1/12,9/30/13
H100377,111326,Surgical Site Infection from colon surgery (SSI: Colon),HAI_3_SIR,No Different than U.S. National Benchmark,0.956,,10/1/12,9/30/13
H100378,111327,SSI: Abdominal Lower Confidence Limit,HAI_4_CI_LOWER,NULL,NULL,13 - Results cannot be calculated for this reporting period.,10/1/12,9/30/13
H100379,111328,SSI: Abdominal Upper Confidence Limit,HAI_4_CI_UPPER,NULL,NULL,13 - Results cannot be calculated for this reporting period.,10/1/12,9/30/13
H10038,111329,CLABSI Central Line Days,HAI_1_DOPC_DAYS,NULL,NULL,12 - This measure does not apply to this hospital for this reporting period.,10/1/12,9/30/13
H100380,111330,"SSI: Abdominal, Number of Procedures",HAI_4_DOPC_DAYS,NULL,89,13 - Results cannot be calculated for this reporting period.,10/1/12,9/30/13
H100381,111331,SSI: Abdominal Predicted Cases,HAI_4_ELIGCASES,NULL,0.799,13 - Results cannot be calculated for this reporting period.,10/1/12,9/30/13
H100382,111332,SSI: Abdominal Observed Cases,HAI_4_NUMERATOR,NULL,0,13 - Results cannot be calculated for this reporting period.,10/1/12,9/30/13
H100383,111333,Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy),HAI_4_SIR,NULL,NULL,13 - Results cannot be calculated for this reporting period.,10/1/12,9/30/13
H100384,111334,MRSA Lower Confidence Limit,HAI_5_CI_LOWER,No Different than U.S. National Benchmark,0,8 - The lower limit of the confidence interval cannot be calculated if the number of observed infections equals zero.,1/1/13,9/30/13
H100385,111335,MRSA Upper Confidence Limit,HAI_5_CI_UPPER,No Different than U.S. National Benchmark,1.734,8 - The lower limit of the confidence interval cannot be calculated if the number of observed infections equals zero.,1/1/13,9/30/13
H100386,111336,MRSA Patient Days,HAI_5_DOPC_DAYS,No Different than U.S. National Benchmark,35980,8 - The lower limit of the confidence interval cannot be calculated if the number of observed infections equals zero.,1/1/13,9/30/13
H100387,11300,MRSA Predicted Cases,HAI_5_ELIGCASES,No Different than U.S. National Benchmark,2.127,8 - The lower limit of the confidence interval cannot be calculated if the number of observed infections equals zero.,1/1/13,9/30/13
H100388,11302,MRSA Observed Cases,HAI_5_NUMERATOR,No Different than U.S. National Benchmark,0,8 - The lower limit of the confidence interval cannot be calculated if the number of observed infections equals zero.,1/1/13,9/30/13
H100389,11304,Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections),HAI_5_SIR,No Different than U.S. National Benchmark,0,8 - The lower limit of the confidence interval cannot be calculated if the number of observed infections equals zero.,1/1/13,9/30/13
H10039,120001,CLABSI Predicted Cases,HAI_1_ELIGCASES,NULL,NULL,12 - This measure does not apply to this hospital for this reporting period.,10/1/12,9/30/13
H100390,120002,C.diff Lower Confidence Limit,HAI_6_CI_LOWER,No Different than U.S. National Benchmark,0.799,,1/1/13,9/30/13
H100391,120004,C.diff Upper Confidence Limit,HAI_6_CI_UPPER,No Different than U.S. National Benchmark,1.65,,1/1/13,9/30/13
H100392,120005,C.diff Patient Days,HAI_6_DOPC_DAYS,No Different than U.S. National Benchmark,35980,,1/1/13,9/30/13
H100393,120006,C.diff Predicted Cases,HAI_6_ELIGCASES,No Different than U.S. National Benchmark,27.373,,1/1/13,9/30/13
H100394,120007,C.diff Observed Cases,HAI_6_NUMERATOR,No Different than U.S. National Benchmark,32,,1/1/13,9/30/13
H100395,120011,Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections),HAI_6_SIR,No Different than U.S. National Benchmark,1.169,,1/1/13,9/30/13
H100396,120014,CLABSI Lower Confidence Limit,HAI_1_CI_LOWER,Better than the U.S. National Benchmark,0.216,,10/1/12,9/30/13
H100397,120019,CLABSI Upper Confidence Limit,HAI_1_CI_UPPER,Better than the U.S. National Benchmark,0.564,,10/1/12,9/30/13
H100398,120022,CLABSI Central Line Days,HAI_1_DOPC_DAYS,Better than the U.S. National Benchmark,21252,,10/1/12,9/30/13
H100399,120026,CLABSI Predicted Cases,HAI_1_ELIGCASES,Better than the U.S. National Benchmark,47.31,,10/1/12,9/30/13
H1004,120028,CLABSI Observed Cases,HAI_1_NUMERATOR,No Different than U.S. National Benchmark,6,,10/1/12,9/30/13
H10040,121300,CLABSI Observed Cases,HAI_1_NUMERATOR,NULL,NULL,12 - This measure does not apply to this hospital for this reporting period.,10/1/12,9/30/13
H100400,121301,CLABSI Observed Cases,HAI_1_NUMERATOR,Better than the U.S. National Benchmark,17,,10/1/12,9/30/13
H100401,121303,Central line-associated blood stream infections (CLABSI),HAI_1_SIR,Better than the U.S. National Benchmark,0.359,,10/1/12,9/30/13
H100402,121304,CAUTI Lower Confidence Limit,HAI_2_CI_LOWER,Worse than the U.S. National Benchmark,1.359,,10/1/12,9/30/13
H100403,121306,CAUTI Upper Confidence Limit,HAI_2_CI_UPPER,Worse than the U.S. National Benchmark,2.091,,10/1/12,9/30/13
H100404,121308,CAUTI Urinary Catheter Days,HAI_2_DOPC_DAYS,Worse than the U.S. National Benchmark,19851,,10/1/12,9/30/13
H100405,130002,CAUTI Predicted Cases,HAI_2_ELIGCASES,Worse than the U.S. National Benchmark,48.95,,10/1/12,9/30/13
H100406,130003,CAUTI Observed Cases,HAI_2_NUMERATOR,Worse than the U.S. National Benchmark,83,,10/1/12,9/30/13
H100407,130006,Catheter-Associated Urinary Tract Infections (CAUTI),HAI_2_SIR,Worse than the U.S. National Benchmark,1.696,,10/1/12,9/30/13
H100408,130007,SSI: Colon Lower Confidence Limit,HAI_3_CI_LOWER,No Different than U.S. National Benchmark,0.756,,10/1/12,9/30/13
H100409,130013,SSI: Colon Upper Confidence Limit,HAI_3_CI_UPPER,No Different than U.S. National Benchmark,2.097,,10/1/12,9/30/13
H10041,130014,Central line-associated blood stream infections (CLABSI),HAI_1_SIR,NULL,NULL,12 - This measure does not apply to this hospital for this reporting period.,10/1/12,9/30/13
H100410,130018,"SSI: Colon, Number of Procedures",HAI_3_DOPC_DAYS,No Different than U.S. National Benchmark,327,,10/1/12,9/30/13
H100411,130025,SSI: Colon Predicted Cases,HAI_3_ELIGCASES,No Different than U.S. National Benchmark,11.534,,10/1/12,9/30/13
H100412,130028,SSI: Colon Observed Cases,HAI_3_NUMERATOR,No Different than U.S. National Benchmark,15,,10/1/12,9/30/13
H100413,13003,Surgical Site Infection from colon surgery (SSI: Colon),HAI_3_SIR,No Different than U.S. National Benchmark,1.301,,10/1/12,9/30/13
H100414,130049,SSI: Abdominal Lower Confidence Limit,HAI_4_CI_LOWER,No Different than U.S. National Benchmark,0.158,,10/1/12,9/30/13
H100415,130063,SSI: Abdominal Upper Confidence Limit,HAI_4_CI_UPPER,No Different than U.S. National Benchmark,3.105,,10/1/12,9/30/13
H100416,130065,"SSI: Abdominal, Number of Procedures",HAI_4_DOPC_DAYS,No Different than U.S. National Benchmark,210,,10/1/12,9/30/13
H100417,130066,SSI: Abdominal Predicted Cases,HAI_4_ELIGCASES,No Different than U.S. National Benchmark,2.128,,10/1/12,9/30/13
H100418,130067,SSI: Abdominal Observed Cases,HAI_4_NUMERATOR,No Different than U.S. National Benchmark,2,,10/1/12,9/30/13
H100419,131301,Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy),HAI_4_SIR,No Different than U.S. National Benchmark,0.94,,10/1/12,9/30/13
H10042,131302,CAUTI Lower Confidence Limit,HAI_2_CI_LOWER,NULL,NULL,12 - This measure does not apply to this hospital for this reporting period.,10/1/12,9/30/13
H100420,131303,MRSA Lower Confidence Limit,HAI_5_CI_LOWER,No Different than U.S. National Benchmark,0.432,,1/1/13,9/30/13
H100421,131304,MRSA Upper Confidence Limit,HAI_5_CI_UPPER,No Different than U.S. National Benchmark,1.46,,1/1/13,9/30/13
H100422,131305,MRSA Patient Days,HAI_5_DOPC_DAYS,No Different than U.S. National Benchmark,146677,,1/1/13,9/30/13
H100423,131307,MRSA Predicted Cases,HAI_5_ELIGCASES,No Different than U.S. National Benchmark,14.356,,1/1/13,9/30/13
H100424,131308,MRSA Observed Cases,HAI_5_NUMERATOR,No Different than U.S. National Benchmark,12,,1/1/13,9/30/13
H100425,131309,Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections),HAI_5_SIR,No Different than U.S. National Benchmark,0.836,,1/1/13,9/30/13
H100426,131310,C.diff Lower Confidence Limit,HAI_6_CI_LOWER,No Different than U.S. National Benchmark,0.701,,1/1/13,9/30/13
H100427,131311,C.diff Upper Confidence Limit,HAI_6_CI_UPPER,No Different than U.S. National Benchmark,1.035,,1/1/13,9/30/13
H100428,131312,C.diff Patient Days,HAI_6_DOPC_DAYS,No Different than U.S. National Benchmark,133128,,1/1/13,9/30/13
H100429,131313,C.diff Predicted Cases,HAI_6_ELIGCASES,No Different than U.S. National Benchmark,123.876,,1/1/13,9/30/13
H10043,131314,CAUTI Upper Confidence Limit,HAI_2_CI_UPPER,NULL,NULL,12 - This measure does not apply to this hospital for this reporting period.,10/1/12,9/30/13
H100430,131315,C.diff Observed Cases,HAI_6_NUMERATOR,No Different than U.S. National Benchmark,106,,1/1/13,9/30/13
H100431,131316,Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections),HAI_6_SIR,No Different than U.S. National Benchmark,0.856,,1/1/13,9/30/13
H100432,131317,CLABSI Lower Confidence Limit,HAI_1_CI_LOWER,No Different than U.S. National Benchmark,0.603,,10/1/12,9/30/13
H100433,131318,CLABSI Upper Confidence Limit,HAI_1_CI_UPPER,No Different than U.S. National Benchmark,1.893,,10/1/12,9/30/13
H100434,131319,CLABSI Central Line Days,HAI_1_DOPC_DAYS,No Different than U.S. National Benchmark,4482,,10/1/12,9/30/13
H100435,131320,CLABSI Predicted Cases,HAI_1_ELIGCASES,No Different than U.S. National Benchmark,10.778,,10/1/12,9/30/13
H100436,131321,CLABSI Observed Cases,HAI_1_NUMERATOR,No Different than U.S. National Benchmark,12,,10/1/12,9/30/13
H100437,131322,Central line-associated blood stream infections (CLABSI),HAI_1_SIR,No Different than U.S. National Benchmark,1.113,,10/1/12,9/30/13
H100438,131323,CAUTI Lower Confidence Limit,HAI_2_CI_LOWER,Worse than the U.S. National Benchmark,1.317,,10/1/12,9/30/13
H100439,131324,CAUTI Upper Confidence Limit,HAI_2_CI_UPPER,Worse than the U.S. National Benchmark,2.995,,10/1/12,9/30/13
H10044,131325,CAUTI Urinary Catheter Days,HAI_2_DOPC_DAYS,NULL,NULL,12 - This measure does not apply to this hospital for this reporting period.,10/1/12,9/30/13
H100440,131326,CAUTI Urinary Catheter Days,HAI_2_DOPC_DAYS,Worse than the U.S. National Benchmark,4825,,10/1/12,9/30/13
H100441,131327,CAUTI Predicted Cases,HAI_2_ELIGCASES,Worse than the U.S. National Benchmark,11.341,,10/1/12,9/30/13
H100442,131328,CAUTI Observed Cases,HAI_2_NUMERATOR,Worse than the U.S. National Benchmark,23,,10/1/12,9/30/13
H100443,13301,Catheter-Associated Urinary Tract Infections (CAUTI),HAI_2_SIR,Worse than the U.S. National Benchmark,2.028,,10/1/12,9/30/13
H100444,140001,SSI: Colon Lower Confidence Limit,HAI_3_CI_LOWER,Worse than the U.S. National Benchmark,1.564,,10/1/12,9/30/13
H100445,140002,SSI: Colon Upper Confidence Limit,HAI_3_CI_UPPER,Worse than the U.S. National Benchmark,8.025,,10/1/12,9/30/13
H100446,140007,"SSI: Colon, Number of Procedures",HAI_3_DOPC_DAYS,Worse than the U.S. National Benchmark,47,,10/1/12,9/30/13
H100447,140008,SSI: Colon Predicted Cases,HAI_3_ELIGCASES,Worse than the U.S. National Benchmark,1.555,,10/1/12,9/30/13
H100448,140010,SSI: Colon Observed Cases,HAI_3_NUMERATOR,Worse than the U.S. National Benchmark,6,,10/1/12,9/30/13
H100449,140011,Surgical Site Infection from colon surgery (SSI: Colon),HAI_3_SIR,Worse than the U.S. National Benchmark,3.859,,10/1/12,9/30/13
H10045,140012,CAUTI Predicted Cases,HAI_2_ELIGCASES,NULL,NULL,12 - This measure does not apply to this hospital for this reporting period.,10/1/12,9/30/13
H100450,140013,SSI: Abdominal Lower Confidence Limit,HAI_4_CI_LOWER,No Different than U.S. National Benchmark,0.282,,10/1/12,9/30/13
H100451,140015,SSI: Abdominal Upper Confidence Limit,HAI_4_CI_UPPER,No Different than U.S. National Benchmark,5.567,,10/1/12,9/30/13
H100452,140018,"SSI: Abdominal, Number of Procedures",HAI_4_DOPC_DAYS,No Different than U.S. National Benchmark,125,,10/1/12,9/30/13
H100453,140019,SSI: Abdominal Predicted Cases,HAI_4_ELIGCASES,No Different than U.S. National Benchmark,1.187,,10/1/12,9/30/13
H100454,140026,SSI: Abdominal Observed Cases,HAI_4_NUMERATOR,No Different than U.S. National Benchmark,2,,10/1/12,9/30/13
H100455,140029,Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy),HAI_4_SIR,No Different than U.S. National Benchmark,1.685,,10/1/12,9/30/13
H100456,140030,MRSA Lower Confidence Limit,HAI_5_CI_LOWER,No Different than U.S. National Benchmark,0.417,,1/1/13,9/30/13
H100457,140032,MRSA Upper Confidence Limit,HAI_5_CI_UPPER,No Different than U.S. National Benchmark,1.902,,1/1/13,9/30/13
H100458,140033,MRSA Patient Days,HAI_5_DOPC_DAYS,No Different than U.S. National Benchmark,93133,,1/1/13,9/30/13
H100459,140034,MRSA Predicted Cases,HAI_5_ELIGCASES,No Different than U.S. National Benchmark,8.289,,1/1/13,9/30/13
H10046,14003,CAUTI Observed Cases,HAI_2_NUMERATOR,NULL,NULL,12 - This measure does not apply to this hospital for this reporting period.,10/1/12,9/30/13
H100460,140040,MRSA Observed Cases,HAI_5_NUMERATOR,No Different than U.S. National Benchmark,8,,1/1/13,9/30/13
H100461,140043,Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections),HAI_5_SIR,No Different than U.S. National Benchmark,0.965,,1/1/13,9/30/13
H100462,140046,C.diff Lower Confidence Limit,HAI_6_CI_LOWER,Better than the U.S. National Benchmark,0.394,,1/1/13,9/30/13
H100463,140048,C.diff Upper Confidence Limit,HAI_6_CI_UPPER,Better than the U.S. National Benchmark,0.804,,1/1/13,9/30/13
H100464,140049,C.diff Patient Days,HAI_6_DOPC_DAYS,Better than the U.S. National Benchmark,85826,,1/1/13,9/30/13
H100465,14004,C.diff Predicted Cases,HAI_6_ELIGCASES,Better than the U.S. National Benchmark,57.632,,1/1/13,9/30/13
H100466,140052,C.diff Observed Cases,HAI_6_NUMERATOR,Better than the U.S. National Benchmark,33,,1/1/13,9/30/13
H100467,140053,Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections),HAI_6_SIR,Better than the U.S. National Benchmark,0.573,,1/1/13,9/30/13
H100468,140054,CLABSI Lower Confidence Limit,HAI_1_CI_LOWER,NULL,NULL,13 - Results cannot be calculated for this reporting period.,10/1/12,9/30/13
H100469,140058,CLABSI Upper Confidence Limit,HAI_1_CI_UPPER,NULL,NULL,13 - Results cannot be calculated for this reporting period.,10/1/12,9/30/13
H10047,140059,Catheter-Associated Urinary Tract Infections (CAUTI),HAI_2_SIR,NULL,NULL,12 - This measure does not apply to this hospital for this reporting period.,10/1/12,9/30/13
H100470,140062,CLABSI Central Line Days,HAI_1_DOPC_DAYS,NULL,516,13 - Results cannot be calculated for this reporting period.,10/1/12,9/30/13
H100471,140063,CLABSI Predicted Cases,HAI_1_ELIGCASES,NULL,0.775,13 - Results cannot be calculated for this reporting period.,10/1/12,9/30/13
H100472,140064,CLABSI Observed Cases,HAI_1_NUMERATOR,NULL,0,13 - Results cannot be calculated for this reporting period.,10/1/12,9/30/13
H100473,140065,Central line-associated blood stream infections (CLABSI),HAI_1_SIR,NULL,NULL,13 - Results cannot be calculated for this reporting period.,10/1/12,9/30/13
H100474,140067,CAUTI Lower Confidence Limit,HAI_2_CI_LOWER,No Different than U.S. National Benchmark,0,8 - The lower limit of the confidence interval cannot be calculated if the number of observed infections equals zero.,10/1/12,9/30/13
H100475,140068,CAUTI Upper Confidence Limit,HAI_2_CI_UPPER,No Different than U.S. National Benchmark,1.66,8 - The lower limit of the confidence interval cannot be calculated if the number of observed infections equals zero.,10/1/12,9/30/13
H100476,140077,CAUTI Urinary Catheter Days,HAI_2_DOPC_DAYS,No Different than U.S. National Benchmark,1388,8 - The lower limit of the confidence interval cannot be calculated if the number of observed infections equals zero.,10/1/12,9/30/13
H100477,14007,CAUTI Predicted Cases,HAI_2_ELIGCASES,No Different than U.S. National Benchmark,1.805,8 - The lower limit of the confidence interval cannot be calculated if the number of observed infections equals zero.,10/1/12,9/30/13
H100478,140080,CAUTI Observed Cases,HAI_2_NUMERATOR,No Different than U.S. National Benchmark,0,8 - The lower limit of the confidence interval cannot be calculated if the number of observed infections equals zero.,10/1/12,9/30/13
H100479,140082,Catheter-Associated Urinary Tract Infections (CAUTI),HAI_2_SIR,No Different than U.S. National Benchmark,0,8 - The lower limit of the confidence interval cannot be calculated if the number of observed infections equals zero.,10/1/12,9/30/13
H10048,140083,SSI: Colon Lower Confidence Limit,HAI_3_CI_LOWER,NULL,NULL,5 - Results are not available for this reporting period.,10/1/12,9/30/13
H100480,140084,SSI: Colon Lower Confidence Limit,HAI_3_CI_LOWER,NULL,NULL,13 - Results cannot be calculated for this reporting period.,10/1/12,9/30/13
H100481,140088,SSI: Colon Upper Confidence Limit,HAI_3_CI_UPPER,NULL,NULL,13 - Results cannot be calculated for this reporting period.,10/1/12,9/30/13
H100482,140089,"SSI: Colon, Number of Procedures",HAI_3_DOPC_DAYS,NULL,25,13 - Results cannot be calculated for this reporting period.,10/1/12,9/30/13
H100483,14008,SSI: Colon Predicted Cases,HAI_3_ELIGCASES,NULL,0.846,13 - Results cannot be calculated for this reporting period.,10/1/12,9/30/13
H100484,140091,SSI: Colon Observed Cases,HAI_3_NUMERATOR,NULL,0,13 - Results cannot be calculated for this reporting period.,10/1/12,9/30/13
H100485,140093,Surgical Site Infection from colon surgery (SSI: Colon),HAI_3_SIR,NULL,NULL,13 - Results cannot be calculated for this reporting period.,10/1/12,9/30/13
H100486,140095,SSI: Abdominal Lower Confidence Limit,HAI_4_CI_LOWER,NULL,NULL,13 - Results cannot be calculated for this reporting period.,10/1/12,9/30/13
H100487,140100,SSI: Abdominal Upper Confidence Limit,HAI_4_CI_UPPER,NULL,NULL,13 - Results cannot be calculated for this reporting period.,10/1/12,9/30/13
H100488,140101,"SSI: Abdominal, Number of Procedures",HAI_4_DOPC_DAYS,NULL,1,13 - Results cannot be calculated for this reporting period.,10/1/12,9/30/13
