nursing_home_provider_info_id,provnum,provider_id,provider_name,address,city,state,zipcode,phone,county_ssa,county_name,ownership,bedcert,restot,certification,inhosp,lbn,participation_date,ccrc_facil,ssf,chow_last,resfamcouncil,sprinkler_status,overall_rating,overall_rating_fn,survey_rating,survey_rating_fn,quality_rating,quality_rating_fn,staffing_rating,staffing_rating_fn,RN_staffing_rating,RN_staffing_rating_fn,STAFFING_FLAG,PT_STAFFING_FLAG,AIDHRD,VOCHRD,RNHRD,TOTLICHRD,TOTHRD,PTHRD,exp_aide,exp_lpn,exp_rn,exp_total,adj_aide,adj_lpn,adj_rn,adj_total,cycle_1_defs,cycle_1_nfromdefs,cycle_1_nfromcomp,cycle_1_defs_score,CYCLE_1_SURVEY_DATE,CYCLE_1_NUMREVIS,CYCLE_1_REVISIT_SCORE,CYCLE_1_TOTAL_SCORE,cycle_2_defs,cycle_2_nfromdefs,cycle_2_nfromcomp,cycle_2_defs_score,CYCLE_2_SURVEY_DATE,CYCLE_2_NUMREVIS,CYCLE_2_REVISIT_SCORE,CYCLE_2_TOTAL_SCORE,cycle_3_defs,cycle_3_nfromdefs,cycle_3_nfromcomp,cycle_3_defs_score,CYCLE_3_SURVEY_DATE,CYCLE_3_NUMREVIS,CYCLE_3_REVISIT_SCORE,CYCLE_3_TOTAL_SCORE,WEIGHTED_ALL_CYCLES_SCORE,incident_cnt,cmplnt_cnt,FINE_CNT,FINE_TOT,PAYDEN_CNT,TOT_PENLTY_CNT,FILEDATE
b10429,345089,131308,WALNUT COVE HEALTH AND REHABILITATION CENTER,511 WINDMILL STREET,WALNUT COVE,NC,27052,(336) 591-4353,840,Stokes,For profit - Corporation,90,88,Medicare and Medicaid,NO,"WALNUT COVE HEALTHCARE, LLC",5/1/74,N,N,N,Resident,Yes,1,,2,,3,,1,,1,,,,2.32784,0.92273,0.32273,1.24545,3.5733,0.06477,2.49902,0.61285,1.08552,4.1974,2.28563,1.24967,0.22215,3.43156,14,14,3,64,11/22/13,1,0,64,1,1,0,4,8/2/12,1,0,4,4,3,1,12,6/9/11,1,0,12,35.333,0,6,0,0,0,0,"10/1/14
"
b1043,15103,131309,"ASHLAND PLACE HEALTH AND REHABILITATION, LLC",148 TUSCALOOSA ST,MOBILE,AL,36607,(251) 471-5431,480,Mobile,For profit - Corporation,164,134,Medicare and Medicaid,NO,"ASHLAND PLACE HEALTH AND REHABILITATION, LLC",10/21/68,N,N,N,Both,Yes,1,,1,,3,,3,,3,,,,2.11493,0.69104,0.67799,1.36903,3.48396,0.05,2.34359,0.64944,1.08027,4.0733,2.21429,0.88317,0.46895,3.4477,5,2,5,32,8/7/14,0,0,32,17,11,6,92,8/8/13,1,0,92,21,17,20,112,6/22/12,1,0,112,65.333,1,11,1,1170,0,1,"10/1/14
"
b10430,345090,131310,WESTCHESTER MANOR AT PROVIDENCE PLACE,1795 WESTCHESTER DRIVE,HIGH POINT,NC,27262,(336) 884-2222,400,Guilford,Non profit - Corporation,129,127,Medicare and Medicaid,NO,PPRC NURSING HOME INC,5/1/73,N,N,N,Resident,Yes,2,,1,,5,,1,,2,,,,2.19409,0.77323,0.40079,1.17402,3.36811,0.04961,2.68429,0.64068,1.00806,4.33303,2.00561,1.00172,0.29708,3.13326,9,6,4,193,5/17/13,2,97,290,1,0,1,4,5/16/12,0,0,4,0,0,0,0,4/12/11,0,0,0,146.333,0,4,3,269815,1,4,"10/1/14
"
b10431,345091,131311,EDGEWOOD PLACE AT THE VILLAGE AT BROOKWOOD,1820 BROOKWOOD AVENUE,BURLINGTON,NC,27215,(336) 570-8250,0,Alamance,Non profit - Corporation,105,81,Medicare and Medicaid,NO,"ALAMANCE EXTENDED CARE, INC.",5/1/73,Y,N,N,Both,Yes,5,,5,,5,,5,,5,,,,2.81852,1.03951,1.28827,2.32778,5.1463,0.35247,2.50129,0.67114,1.23475,4.40718,2.76489,1.28557,0.77959,4.70692,0,0,0,0,11/20/13,0,0,0,1,1,0,4,9/7/12,1,0,4,0,0,0,0,9/27/11,0,0,0,1.333,0,0,0,0,0,0,"10/1/14
"
b10432,345092,131312,WINSTON SALEM NURSING & REHABILITATION CENTER,1900 W 1ST STREET,WINSTON-SALEM,NC,27104,(336) 724-2821,330,Forsyth,For profit - Corporation,230,193,Medicare and Medicaid,NO,"HEALTHTIQUE WINSTON SALEM, LLC",7/1/73,N,N,N,Both,Yes,1,,1,,3,,2,,2,,,,2.40155,0.79016,0.59352,1.38368,3.78523,0.05285,2.42714,0.67227,1.19732,4.29673,2.42783,0.97554,0.37039,3.55104,7,6,1,32,6/14/13,1,0,32,12,10,2,52,7/13/12,1,0,52,15,9,6,92,5/12/11,1,0,92,48.667,0,16,3,24473,1,4,"10/1/14
"
b10433,345093,131313,MARYFIELD NURSING HOME,1315 GREENSBORO ROAD,HIGH POINT,NC,27260,(336) 886-2444,400,Guilford,Non profit - Corporation,115,104,Medicare and Medicaid,NO,"MARYFIELD, INC.",7/1/73,Y,N,N,Both,Yes,5,,5,,3,,4,,4,,,,3.3875,0.9351,0.67933,1.61442,5.00193,0.06875,2.34857,0.5525,0.83917,3.74024,3.53913,1.40477,0.60487,5.39063,0,0,0,0,8/15/13,0,0,0,0,0,0,0,5/25/12,0,0,0,0,0,0,0,5/3/11,0,0,0,0,0,0,0,0,0,0,"10/1/14
"
b10434,345095,131314,CHATHAM NURSING & REHABILITATION,700 JOHNSON RIDGE ROAD,ELKIN,NC,28621,(336) 527-7216,850,Surry,Non profit - Corporation,99,76,Medicare and Medicaid,YES,DGIS ELKIN INC DBA CHATHAM NURSING AND REHABILITATION,9/1/75,N,N,Y,Resident,Yes,4,,4,,3,,4,,4,,,,2.85066,1.48092,0.83158,2.3125,5.16316,0.16842,2.48894,0.59711,0.90748,3.99353,2.8103,2.05853,0.6847,5.21147,3,3,0,8,7/11/13,1,0,8,2,1,1,12,5/31/12,1,0,12,0,0,0,0,5/12/11,0,0,0,8,0,1,0,0,0,0,"10/1/14
"
b10435,345096,131315,HUNTERSVILLE OAKS,12019 VERHOEFF DRIVE,HUNTERSVILLE,NC,28078,(704) 863-1000,590,Mecklenburg,Non profit - Corporation,270,159,Medicare and Medicaid,NO,HUNTERSVILLE OAKS,10/1/73,N,N,N,Both,Yes,4,,3,,4,,4,,4,,,,2.31384,0.73082,0.86164,1.59245,3.9063,0.19151,2.3666,0.61429,1.09381,4.07469,2.399,0.98745,0.5886,3.86432,2,2,0,8,5/23/13,1,0,8,1,0,1,8,4/25/12,0,0,8,9,7,2,60,2/23/11,1,0,60,16.667,0,4,0,0,0,0,"10/1/14
"
b10436,345097,131316,JESSE HELMS NURSING CENTER,1411 DOVE STREET,MONROE,NC,28111,(704) 283-3280,890,Union,Non profit - Other,70,63,Medicare and Medicaid,YES,CHARLOTTE MECKLENBURG HOSPITAL AUTHORITY,6/18/73,N,N,N,Resident,Yes,3,,2,,3,,4,,5,,,,2.10079,0.64206,1.34683,1.98889,4.08968,0.24365,2.34262,0.76589,1.23092,4.33943,2.2004,0.6958,0.81756,3.7989,3,3,0,12,2/20/14,1,0,12,4,2,2,36,12/20/12,1,0,36,5,5,0,24,10/20/11,1,0,24,22,0,2,0,0,0,0,"10/1/14
"
b10437,345101,131317,ENFIELD OAKS NURSING AND REHABILITATION CENTER,208 CARY STREET,ENFIELD,NC,27823,(252) 445-2111,410,Halifax,For profit - Corporation,54,54,Medicare and Medicaid,NO,"EAGLE PEAK LTC GROUP, LLC",7/1/73,N,N,N,Resident,Yes,1,,1,,3,,1,,2,,,,2.11574,0.74259,0.43704,1.17963,3.29537,0.17685,2.59207,0.67659,1.10011,4.36876,2.0028,0.91097,0.29684,3.04052,4,3,1,12,4/10/14,1,0,12,12,12,0,88,3/28/13,1,0,88,5,5,0,20,5/25/12,1,0,20,38.667,0,2,1,5600,0,1,"10/1/14
"
b10438,345102,131318,MAGGIE VALLEY NURSING AND REHABILITATION,75 FISHER LOOP,MAGGIE VALLEY,NC,28751,(828) 926-4326,430,Haywood,For profit - Corporation,114,80,Medicare and Medicaid,NO,CANTON CHRISTIAN CONVALESCENT CENTER,11/23/73,N,N,N,Resident,Yes,2,,1,,2,,4,,3,,,,2.33813,0.93063,0.59938,1.53,3.86814,0.03563,2.42912,0.63275,1.04265,4.10453,2.36179,1.22073,0.42954,3.79875,0,0,0,0,4/11/13,0,0,0,5,5,0,116,3/2/12,1,0,116,9,7,2,44,1/20/11,1,0,44,46,0,0,2,7800,0,2,"10/1/14
"
b10439,345103,131319,CARRINGTON PLACE,600 FULLWOOD LANE,MATTHEWS,NC,28105,(704) 841-4920,590,Mecklenburg,For profit - Individual,166,133,Medicare and Medicaid,NO,"WESSEL'S NURSING HOME OF MATTHEWS, INC.",1/25/74,N,N,N,Resident,Yes,5,,3,,5,,4,,3,,,,2.88233,1.43008,0.69586,2.12594,5.00827,0.0718,2.61093,0.81004,1.30148,4.72246,2.70875,1.46532,0.3995,4.27486,2,2,0,8,8/15/13,1,0,8,1,1,0,4,6/15/12,1,0,4,4,3,1,36,4/14/11,1,0,36,11.333,0,1,2,8550,0,2,"10/1/14
"
b1044,15104,131320,SOUTHLAND NURSING HOME,500 SHIVERS TERRACE,MARION,AL,36756,(334) 683-6141,520,Perry,For profit - Corporation,91,78,Medicare and Medicaid,NO,"SOUTHLAND NURSING HOME, LLC",2/19/70,N,N,N,Resident,Yes,4,,4,,5,,1,,2,,,,1.73013,0.87821,0.43333,1.31154,3.04167,0.04103,2.39994,0.61431,0.90368,3.91793,1.76889,1.18657,0.35829,3.12938,1,1,0,4,7/3/14,1,0,4,5,5,0,32,5/2/13,1,0,32,2,2,0,8,3/21/12,1,0,8,14,0,0,0,0,0,0,"10/1/14
"
b10440,345104,131321,ZEBULON REHABILITATION CENTER,509 WEST GANNON AVENUE,ZEBULON,NC,27597,(919) 269-9621,910,Wake,For profit - Corporation,60,52,Medicare and Medicaid,NO,ZEBULON REHABILITATION CENTER LLC,9/15/73,N,N,Y,Resident,Yes,5,,4,,5,,3,,3,,,,2.01154,1.01058,0.74423,1.75481,3.76635,0.32981,2.43438,0.59788,1.13773,4.16999,2.02751,1.40292,0.48877,3.64073,4,4,0,12,12/13/13,1,0,12,2,2,0,8,10/18/12,1,0,8,1,1,0,8,9/15/11,1,0,8,10,0,0,0,0,0,0,"10/1/14
"
b10441,345105,131322,UNIHEALTH POST-ACUTE CARE-HIGH POINT,3830 N MAIN STREET,HIGH POINT,NC,27265,(336) 869-3524,330,Forsyth,For profit - Corporation,100,78,Medicare and Medicaid,NO,PRUITTHEALTH-HIGH POINT LLC,7/1/74,N,N,N,Resident,Yes,1,,1,,4,,2,,4,,,,1.93333,0.54551,0.89551,1.44103,3.37435,0.09231,2.52702,0.68824,1.09599,4.31125,1.87724,0.65788,0.61052,3.15492,0,0,0,0,1/9/14,0,0,0,8,3,5,100,10/19/12,1,0,100,4,0,4,183,9/8/11,0,0,183,63.833,0,4,5,245988,1,6,"10/1/14
"
b10442,345106,131323,TRINITY RIDGE,2140 MEDICAL PARK DRIVE,HICKORY,NC,28602,(828) 322-6995,170,Catawba,Non profit - Church related,120,107,Medicare and Medicaid,NO,"LUTHERAN HOME - HICKORY WEST, INC",12/10/73,N,N,N,Both,Yes,5,,4,,5,,4,,4,,,,3.41121,0.85981,0.94766,1.80748,5.21868,0.12897,2.7616,0.71671,1.17127,4.64957,3.03089,0.99572,0.60455,4.52428,0,0,0,0,2/6/14,0,0,0,1,1,0,4,11/8/12,1,0,4,4,4,0,16,10/27/11,1,0,16,4,0,0,0,0,0,0,"10/1/14
"
b10443,345109,131324,TRINITY PLACE,24724 US HIGHWAY 52 SOUTH,ALBEMARLE,NC,28001,(704) 982-8191,830,Stanly,Non profit - Corporation,76,72,Medicare and Medicaid,NO,"LUTHERAN HOME- ALBEMARLE, INC.",10/4/73,N,N,N,Resident,Yes,4,,3,,4,,4,,3,,,,2.83681,0.86111,0.70694,1.56806,4.40486,0.07847,2.52764,0.63007,1.07588,4.23358,2.75383,1.13435,0.49097,4.19398,6,6,0,24,7/31/14,1,0,24,4,4,0,4,5/1/13,1,0,4,5,5,0,20,3/15/12,1,0,20,16.667,0,0,0,0,0,0,"10/1/14
"
b10444,345110,131325,AUTUMN CARE OF WAYNESVILLE,360 OLD BALSAM ROAD,WAYNESVILLE,NC,28786,(828) 456-7381,430,Haywood,For profit - Corporation,90,84,Medicare and Medicaid,NO,AUTUMN CORPORATION,3/6/74,N,N,N,Resident,Yes,4,,4,,3,,4,,4,,,,2.53929,0.475,0.95179,1.42679,3.96608,0.0881,2.47386,0.6493,1.09683,4.22,2.5186,0.60719,0.64839,3.78836,0,0,0,0,5/17/13,0,0,0,3,3,0,16,4/27/12,1,0,16,3,3,0,8,2/24/11,1,0,8,6.667,0,0,0,0,0,0,"10/1/14
"
b10445,345111,131326,PENICK VILLAGE,500 EAST RHODE ISLAND AVENUE,SOUTHERN PINES,NC,28387,(910) 692-0300,620,Moore,Non profit - Church related,24,46,Medicare and Medicaid,NO,EPISCOPAL HOME FOR THE AGEING IN THE DIOCESE OF NORTH CAROLINA INC,1/1/74,Y,N,N,Both,Yes,3,,2,,3,,4,,3,,,,3.24674,0.91739,0.67174,1.58913,4.83587,0.11196,2.61877,0.68516,1.07563,4.37956,3.04209,1.11133,0.46663,4.45089,4,4,0,28,5/1/14,1,0,28,6,6,0,28,2/7/13,1,0,28,9,6,5,40,12/15/11,1,0,40,30,2,1,0,0,0,0,"10/1/14
"
b10446,345113,131327,WILLOW CREEK NURSING AND REHABILITATION CENTER,2401 WAYNE MEMORIAL DRIVE,GOLDSBORO,NC,27534,(919) 736-2121,950,Wayne,For profit - Corporation,200,186,Medicare and Medicaid,NO,"BIRCH LTC GROUP, LLC",6/1/74,N,N,N,Resident,Yes,1,,1,,2,,3,,3,,,,2.3414,0.92366,0.66909,1.59274,3.93415,0.0922,2.46584,0.714,1.2518,4.43165,2.32987,1.07372,0.39938,3.57839,4,1,3,52,9/12/13,1,0,52,11,8,4,190,8/30/12,1,0,190,5,1,4,52,9/15/11,1,0,52,98,0,7,3,68000,0,3,"10/1/14
"
b10447,345115,131328,BRIAN CTR HEALTH & REHAB/SALISBURY,635 STATESVILLE BOULEVARD,SALISBURY,NC,28144,(704) 633-7390,790,Rowan,For profit - Corporation,185,113,Medicare and Medicaid,NO,SSC SALISBURY OPERATING COMPANY LLC,7/1/74,N,N,N,Resident,Yes,2,,3,,4,,1,,1,,,,2.33894,0.64867,0.36903,1.0177,3.35664,0.08053,2.31081,0.62596,1.08066,4.01743,2.48357,0.86012,0.25516,3.3679,5,5,1,20,11/8/13,1,0,20,6,5,1,16,9/13/12,1,0,16,1,0,1,4,8/30/11,0,0,4,16,0,3,0,0,0,0,"10/1/14
"
b10448,345116,13301,GOLDEN LIVINGCENTER - STARMOUNT,109 S HOLDEN ROAD,GREENSBORO,NC,27407,(336) 292-5390,400,Guilford,For profit - Corporation,126,114,Medicare and Medicaid,NO,GGNSC GREENSBORO STARMOUNT LLC,12/10/80,N,N,N,Resident,Yes,4,,3,,3,,4,,3,,,,2.25877,0.93728,0.675,1.61228,3.87105,0.08333,2.52438,0.62171,1.06182,4.20791,2.19552,1.2513,0.475,3.70821,1,1,0,4,5/24/13,1,0,4,5,1,4,24,4/19/12,1,0,24,7,4,3,28,3/18/11,1,0,28,14.667,0,4,3,1950,0,3,"10/1/14
"
b10449,345119,140001,NORTHCHASE NURSING AND REHABILITATION CENTER,3015 ENTERPRISE DRIVE,WILMINGTON,NC,28405,(910) 791-3451,640,New Hanover,For profit - Corporation,140,120,Medicare and Medicaid,NO,"REDWOOD LTC GROUP, LLC",8/1/79,N,N,N,Both,Yes,4,,4,,3,,4,,3,,,,4.02708,1.0475,0.65875,1.70625,5.73333,0.16083,2.36757,0.64557,1.13729,4.15042,4.17359,1.34676,0.4328,5.56823,0,0,0,0,4/8/14,0,0,0,2,1,1,12,5/16/13,1,0,12,3,2,1,12,4/11/12,1,0,12,6,0,2,0,0,0,0,"10/1/14
"
b1045,15109,140002,"CIVIC CENTER HEALTH AND REHABILITATION, LLC",1201 22ND STREET NORTH,BIRMINGHAM,AL,35234,(205) 251-5271,360,Jefferson,For profit - Corporation,95,88,Medicare and Medicaid,NO,"CIVIC CENTER HEALTH AND REHABILITATION, LLC",4/4/69,N,N,N,Both,Yes,3,,3,,4,,3,,2,,,,2.61534,0.9483,0.48011,1.42841,4.04375,0.04489,2.51144,0.61899,1.00533,4.13576,2.55521,1.27157,0.35684,3.94122,5,5,5,32,11/7/13,1,0,32,0,0,0,0,10/18/12,0,0,0,6,5,1,24,10/26/11,1,0,24,20,0,2,0,0,0,0,"10/1/14
"
b10450,345123,140007,CAROLINA VILLAGE INC,600 CAROLINA VILLAGE ROAD SUITE Z,HENDERSONVILLE,NC,28792,(828) 692-6275,440,Henderson,Non profit - Corporation,58,51,Medicare,NO,Legal Business Name Not Available,10/1/74,Y,N,N,Resident,Yes,5,,3,,5,,5,,5,,,,4.07353,0.77745,1.68824,2.46569,6.53922,0.22451,2.43496,0.56499,0.88254,3.8825,4.10488,1.14211,1.42935,6.78917,6,6,0,20,6/6/14,1,0,20,0,0,0,0,7/31/13,0,0,0,1,1,0,8,6/14/12,1,0,8,11.333,0,0,0,0,0,0,"10/1/14
"
b10451,345124,140008,UNIHEALTH POST-ACUTE CARE-ELKIN,560 JOHNSON RIDGE ROAD,ELKIN,NC,28621,(336) 835-7802,850,Surry,For profit - Corporation,100,97,Medicare and Medicaid,NO,Legal Business Name Not Available,9/12/74,N,N,N,Resident,Yes,4,,3,,5,,2,,3,,,,2.11392,0.67371,0.77887,1.45258,3.5665,0.04175,2.85681,0.76414,1.14309,4.76404,1.81564,0.73177,0.50912,3.01765,5,5,0,16,12/5/13,1,0,16,0,0,0,0,8/23/12,0,0,0,6,6,0,28,9/9/11,1,0,28,12.667,0,0,0,0,0,0,"10/1/14
"
b10452,345126,140010,MOUNT OLIVE CENTER,228 SMITH CHAPEL ROAD BOX 569,MOUNT OLIVE,NC,28365,(919) 658-9522,950,Wayne,For profit - Corporation,150,146,Medicare and Medicaid,NO,"SUNBRIDGE REGENCY - NORTH CAROLINA, INC.",5/1/75,N,N,N,Resident,Yes,2,,1,,5,,1,,1,,,,1.78562,0.67705,0.36438,1.04144,2.82705,0.05719,2.48749,0.752,1.26035,4.49984,1.76136,0.74728,0.21602,2.53244,14,6,11,84,3/6/14,2,42,126,4,4,1,24,4/4/13,1,0,24,2,2,1,12,3/22/12,1,0,12,73,0,13,1,5265,0,1,"10/1/14
"
b10453,345127,140011,WHITE OAK MANOR - TRYON,70 OAK STREET,TRYON,NC,28782,(828) 859-9161,740,Polk,For profit - Corporation,70,68,Medicare and Medicaid,NO,WHITE OAK MANOR TRYON INC,12/19/74,Y,N,N,Resident,Yes,5,,5,,3,,3,,2,,,,2.66691,1.08088,0.51471,1.59559,4.2625,0.04191,2.70356,0.6587,1.04363,4.40588,2.42044,1.36198,0.36851,3.89972,0,0,0,0,11/15/13,0,0,0,0,0,0,0,9/20/12,0,0,0,2,2,0,8,8/4/11,1,0,8,1.333,0,0,0,0,0,0,"10/1/14
"
b10454,345128,140012,BRIAN CENTER HEALTH & REHABILITATION/STATESVILLE,520 VALLEY STREET,STATESVILLE,NC,28677,(704) 873-0517,480,Iredell,For profit - Corporation,147,138,Medicare and Medicaid,NO,SSC STATESVILLE BRIAN CENTER OPERATING COMPANY LLC,11/8/74,N,N,N,Resident,Yes,2,,2,,5,,1,,2,,,,2.0192,0.80906,0.50435,1.31341,3.33261,0.04565,2.50086,0.64483,1.13901,4.2847,1.98113,1.04139,0.33086,3.13521,10,10,2,36,3/7/14,1,0,36,6,6,0,32,1/31/13,1,0,32,3,3,0,12,12/16/11,1,0,12,30.667,0,3,0,0,0,0,"10/1/14
"
b10455,345129,140013,AUTUMN CARE OF MOCKSVILLE,1007 HOWARD STREET,MOCKSVILLE,NC,27028,(336) 751-3535,290,Davie,For profit - Corporation,96,79,Medicare and Medicaid,NO,AUTUMN CORPORATION,10/1/76,N,N,N,Resident,Yes,1,,1,,4,,2,,2,,,,2.42089,0.72848,0.54177,1.27025,3.69114,0.14114,2.53765,0.69506,1.13216,4.36488,2.3408,0.8699,0.35755,3.40871,6,6,6,32,2/19/14,1,0,32,12,12,0,56,12/1/12,1,0,56,2,2,2,8,10/27/11,1,0,8,36,0,1,0,0,0,0,"10/1/14
"
b10456,345130,140015,AVANTE AT CONCORD,515 LAKE CONCORD ROAD,CONCORD,NC,28025,(704) 784-4494,120,Cabarrus,For profit - Corporation,120,102,Medicare and Medicaid,NO,"AVANTE AT CONCORD, INC.",9/1/75,N,N,N,Resident,Yes,2,,1,,5,,3,,3,,,,2.19265,0.55196,0.66863,1.22059,3.41324,0.06029,2.30879,0.62629,1.21156,4.14665,2.33027,0.73149,0.41236,3.31797,3,1,2,103,7/3/14,1,0,103,9,2,7,48,4/18/13,1,0,48,11,8,3,48,3/1/12,1,0,48,75.5,0,7,5,100311,1,6,"10/1/14
"
b10457,345131,140018,CLEMMONS NURSING & REHAB CENTER,3905 CLEMMONS ROAD,CLEMMONS,NC,27012,(336) 766-9158,330,Forsyth,For profit - Corporation,120,80,Medicare and Medicaid,NO,"REGENCY CARE OF CLEMMONS, LLC",10/1/74,N,N,N,Resident,Yes,1,,1,,4,,3,,2,,,,2.62188,1.23188,0.55625,1.78813,4.41001,0.06,2.61025,0.68777,1.1356,4.43362,2.46464,1.48662,0.366,4.00943,3,3,0,12,4/17/14,1,0,12,9,1,8,111,1/9/13,1,0,111,0,0,0,0,12/21/11,0,0,0,43,0,11,2,37310,0,2,"10/1/14
"
b10458,345132,140019,GREENHAVEN HEALTH AND REHABILITATION CENTER,801 GREENHAVEN DRIVE,GREENSBORO,NC,27406,(336) 292-8371,400,Guilford,For profit - Corporation,120,66,Medicare and Medicaid,NO,"SNOWSHOE LTC GROUP, LLC",8/1/74,N,N,N,Resident,Yes,1,,1,,4,,2,,1,,,,2.57197,1.09697,0.40758,1.50455,4.07652,0.1447,2.40215,0.66128,1.33903,4.40245,2.62717,1.37686,0.22744,3.73248,13,3,10,84,8/1/14,0,0,84,2,2,0,4,5/2/13,1,0,4,2,1,2,79,5/24/12,1,0,79,56.5,0,14,2,22328,0,2,"10/1/14
"
b10459,345133,140026,AVANTE AT WILKESBORO,1000 COLLEGE STREET,WILKESBORO,NC,28697,(336) 838-4141,960,Wilkes,For profit - Corporation,120,103,Medicare and Medicaid,NO,"AVANTE AT WILKESBORO, INC.",12/1/74,N,N,N,Resident,Yes,3,,2,,5,,3,,4,,,,2.17961,0.42427,1.04126,1.46553,3.64514,0.11117,2.4739,0.69443,1.13998,4.30831,2.16181,0.5071,0.6825,3.41043,5,5,2,28,12/5/13,1,0,28,5,5,0,8,10/25/12,1,0,8,7,7,0,28,11/17/11,1,0,28,21.333,0,2,0,0,0,0,"10/1/14
"
b1046,15111,140029,DIVERSICARE OF BIG SPRINGS,500 ST. CLAIR AVENUE SOUTHWEST,HUNTSVILLE,AL,35801,(256) 539-5111,440,Madison,For profit - Corporation,145,119,Medicare and Medicaid,NO,DIVERSICARE OF BIG SPRINGS LLC,11/1/78,N,N,Y,Resident,Yes,1,,1,,4,,3,,3,,,,1.99916,0.75042,0.84328,1.5937,3.59286,0.04244,2.17921,0.71545,1.34747,4.24213,2.25097,0.87057,0.46762,3.41396,8,8,4,88,5/15/14,1,0,88,6,6,0,40,9/12/13,1,0,40,5,5,0,32,9/13/12,1,0,32,62.667,0,1,0,0,0,0,"10/1/14
"
b10460,345134,140030,AVANTE AT CHARLOTTE,4801 RANDOLPH ROAD,CHARLOTTE,NC,28211,(704) 364-8363,590,Mecklenburg,For profit - Corporation,100,92,Medicare and Medicaid,NO,"AVANTE AT CHARLOTTE, INC.",10/1/80,N,N,N,Resident,Yes,3,,2,,5,,3,,3,,,,1.9788,0.66413,0.77065,1.43478,3.41358,0.10652,2.28528,0.64988,1.23027,4.16543,2.12464,0.8482,0.46805,3.30334,4,3,1,24,12/19/13,1,0,24,3,3,0,16,10/4/12,1,0,16,4,3,1,20,9/2/11,1,0,20,20.667,0,1,3,39358,0,3,"10/1/14
"
b10461,345137,140032,SOUTH VILLAGE,2221  WEST RALEIGH BOULEVARD,ROCKY MOUNT,NC,27803,(252) 442-4156,630,Nash,For profit - Corporation,100,76,Medicare and Medicaid,NO,"ROCKY MOUNT HEALTH AND REHABILITATION, LLC",1/1/76,N,N,Y,Both,Yes,1,,1,,2,,3,,2,,,,2.44342,0.97171,0.46842,1.44013,3.88355,0.00921,2.35812,0.69115,1.13359,4.18286,2.54245,1.16693,0.30876,3.74247,4,0,4,133,4/10/14,0,0,133,2,1,1,28,5/23/13,1,0,28,10,7,4,48,4/19/12,1,0,48,83.833,0,7,4,281125,1,5,"10/1/14
"
b10462,345138,140033,LENOIR HEALTHCARE CENTER,322 NUWAY CIRCLE,LENOIR,NC,28645,(828) 758-7326,130,Caldwell,For profit - Corporation,120,103,Medicare and Medicaid,NO,"UNIVERSAL HEALTH CARE / LENOIR, INC.",2/1/77,N,N,N,Resident,Yes,2,,3,,3,,1,,1,,,,2.27573,0.66893,0.39223,1.06117,3.33689,0.04417,2.63955,0.66153,1.07062,4.3717,2.1155,0.83928,0.27374,3.07676,2,0,2,8,7/11/13,0,0,8,4,2,2,20,6/21/12,1,0,20,2,2,0,8,5/12/11,1,0,8,12,0,1,0,0,0,0,"10/1/14
"
b10463,345140,140034,BRIGHTMOOR NURSING CENTER,610 WEST FISHER STREET,SALISBURY,NC,28145,(704) 633-2781,790,Rowan,For profit - Corporation,58,27,Medicare and Medicaid,NO,"G.I.T., INC",3/1/75,N,N,N,Both,Yes,3,,3,,1,,5,,5,,,,2.97963,1.06296,1.25556,2.31852,5.29815,0.01852,2.59237,0.74568,1.19061,4.52867,2.82024,1.18315,0.78796,4.7158,0,0,0,0,7/31/13,0,0,0,6,3,3,24,1/17/13,1,0,24,3,2,1,28,3/22/12,1,0,28,12.667,0,3,1,5525,0,1,"10/1/14
"
b10464,345142,14003,UNIVERSITY PLACE NURSING AND REHABILITATION CENTER,9200 GLENWATER DRIVE,CHARLOTTE,NC,28262,(704) 549-0807,590,Mecklenburg,For profit - Corporation,207,200,Medicare and Medicaid,NO,"GRANITE FALLS LTC, LLC",7/1/74,N,N,N,Resident,Yes,2,,2,,4,,3,,3,,,,2.28175,0.79825,0.53625,1.3345,3.61625,0.049,2.34358,0.6402,1.05668,4.04047,2.38896,1.0349,0.37919,3.60769,3,1,2,20,10/31/13,1,0,20,7,7,1,28,8/30/12,1,0,28,8,5,3,32,6/22/11,1,0,32,24.667,0,4,0,0,0,0,"10/1/14
"
b10465,345143,140040,SILER CITY CENTER,900 W DOLPHIN STREET,SILER CITY,NC,27344,(919) 663-3431,180,Chatham,For profit - Corporation,150,123,Medicare and Medicaid,NO,"SUNBRIDGE REGENCY - NORTH CAROLINA, INC.",1/1/80,N,N,N,Resident,Yes,2,,1,,5,,1,,2,,,,1.89268,0.73862,0.43333,1.17195,3.06463,0.06341,2.31997,0.65655,1.13912,4.11564,2.00178,0.93376,0.28424,3.00153,4,3,2,208,9/20/13,2,104,312,1,0,1,4,7/19/12,0,0,4,3,3,0,12,5/6/11,1,0,12,159.333,1,8,4,679543,1,5,"10/1/14
"
